StockCode,Week,quantity,revenue,invoices,average_price,countries
21112,2009-12-07/2009-12-13,17,56.330000000000005,6,3.465,1
21112,2009-12-14/2009-12-20,28,79.17999999999999,4,4.395,1
21112,2009-12-21/2009-12-27,2,12.08,2,6.04,1
21112,2010-01-04/2010-01-10,12,35.400000000000006,1,2.95,1
21112,2010-01-11/2010-01-17,1,6.04,1,6.04,1
21112,2010-01-18/2010-01-24,2,11.82,2,5.91,1
21112,2010-01-25/2010-01-31,1,2.95,1,2.95,1
21112,2010-02-01/2010-02-07,7,23.610000000000003,2,4.43,1
21112,2010-02-08/2010-02-14,15,44.25000000000001,2,2.95,1
21112,2010-02-15/2010-02-21,6,17.700000000000003,1,2.95,1
21112,2010-02-22/2010-02-28,12,35.400000000000006,2,2.95,1
21112,2010-03-01/2010-03-07,7,18.25,2,2.75,1
21112,2010-03-08/2010-03-14,2,5.9,1,2.95,1
21112,2010-03-22/2010-03-28,14,41.300000000000004,3,2.9500000000000006,1
21112,2010-03-29/2010-04-04,12,33.0,2,2.75,1
21112,2010-04-12/2010-04-18,3,8.850000000000001,2,2.95,1
21112,2010-04-19/2010-04-25,31,84.81,3,3.8033333333333332,2
21112,2010-04-26/2010-05-02,3,8.850000000000001,1,2.95,1
21112,2010-05-03/2010-05-09,10,41.34,2,4.43,1
21112,2010-05-10/2010-05-16,1,2.95,1,2.95,1
21112,2010-05-17/2010-05-23,6,17.700000000000003,1,2.95,1
21112,2010-05-24/2010-05-30,36,96.6,3,2.8166666666666664,3
21112,2010-06-07/2010-06-13,3,8.850000000000001,1,2.95,1
21112,2010-06-14/2010-06-20,7,23.610000000000003,2,4.43,1
21112,2010-06-28/2010-07-04,1,5.91,1,5.91,1
21112,2010-07-05/2010-07-11,3,8.850000000000001,2,2.95,1
21112,2010-07-26/2010-08-01,6,17.700000000000003,1,2.95,1
21112,2010-08-02/2010-08-08,7,23.610000000000003,2,4.43,1
21112,2010-08-09/2010-08-15,6,17.700000000000003,1,2.95,1
21112,2010-08-16/2010-08-22,6,17.700000000000003,1,2.95,1
21112,2010-08-23/2010-08-29,2,11.82,2,5.91,1
21112,2010-08-30/2010-09-05,9,29.510000000000005,3,3.936666666666667,1
21112,2010-09-06/2010-09-12,12,35.400000000000006,2,2.95,1
21112,2010-09-13/2010-09-19,1,5.91,1,5.91,1
21112,2010-09-20/2010-09-26,7,23.610000000000003,2,4.43,1
21112,2010-09-27/2010-10-03,12,35.400000000000006,2,2.95,2
21112,2010-10-04/2010-10-10,15,44.25000000000001,4,2.95,1
21112,2010-10-11/2010-10-17,127,374.65000000000003,5,2.95,1
21112,2010-10-18/2010-10-24,111,333.37000000000006,4,3.6900000000000004,1
21112,2010-10-25/2010-10-31,21,67.87,7,3.795714285714286,1
21112,2010-11-01/2010-11-07,15,44.25000000000001,4,2.95,1
21112,2010-11-08/2010-11-14,208,613.6,6,2.9500000000000006,2
21112,2010-11-15/2010-11-21,45,135.71,5,3.4433333333333334,1
21112,2010-11-29/2010-12-05,4,14.760000000000002,4,3.6900000000000004,1
21112,2010-12-06/2010-12-12,9,35.43000000000001,3,4.923333333333333,1
21112,2010-12-13/2010-12-19,236,331.96000000000004,9,2.3344444444444448,2
21112,2010-12-20/2010-12-26,149,192.55,4,1.565,2
21112,2011-01-03/2011-01-09,166,235.22,9,2.09,1
21112,2011-01-10/2011-01-16,32,79.87,8,2.49125,1
21112,2011-01-17/2011-01-23,39,66.9,8,2.30875,1
21112,2011-01-24/2011-01-30,24,30.0,1,1.25,1
21112,2011-02-21/2011-02-27,49,62.95,2,2.1,1
21112,2011-02-28/2011-03-06,24,61.199999999999996,1,2.55,1
21112,2011-03-07/2011-03-13,200,509.99999999999994,1,2.55,1
21112,2011-03-21/2011-03-27,6,17.700000000000003,1,2.95,1
21112,2011-03-28/2011-04-03,6,17.700000000000003,1,2.95,1
21112,2011-04-18/2011-04-24,2,11.58,1,5.79,1
21112,2011-05-16/2011-05-22,2,5.9,1,2.95,1
21112,2011-06-13/2011-06-19,2,5.9,1,2.95,1
21112,2011-06-20/2011-06-26,2,5.9,1,2.95,1
21112,2011-07-18/2011-07-24,2,5.9,1,2.95,1
21112,2011-07-25/2011-07-31,5,17.59,2,4.37,1
21112,2011-08-29/2011-09-04,6,17.700000000000003,1,2.95,1
21112,2011-09-05/2011-09-11,1,5.79,1,5.79,1
21112,2011-09-19/2011-09-25,1,5.79,1,5.79,1
21112,2011-09-26/2011-10-02,6,17.700000000000003,1,2.95,1
21112,2011-10-03/2011-10-09,7,23.490000000000002,2,4.37,2
21112,2011-10-10/2011-10-16,62,169.38,3,3.763333333333333,1
21112,2011-10-17/2011-10-23,240,708.0,1,2.95,1
21112,2011-10-24/2011-10-30,10,29.500000000000004,4,2.95,1
21112,2011-10-31/2011-11-06,4,14.64,3,3.896666666666667,1
21112,2011-11-07/2011-11-13,3,11.690000000000001,2,4.37,1
21112,2011-11-14/2011-11-20,5,28.95,2,5.79,1
21112,2011-11-21/2011-11-27,55,140.64999999999998,2,2.75,1
21114,2009-12-07/2009-12-13,77,96.25,10,1.25,1
21114,2009-12-14/2009-12-20,56,80.01,6,2.918333333333333,1
21114,2009-12-21/2009-12-27,10,12.5,1,1.25,1
21114,2010-01-04/2010-01-10,35,43.75,2,1.25,1
21114,2010-01-11/2010-01-17,16,29.77,4,3.6925,1
21114,2010-01-18/2010-01-24,215,268.75,15,1.25,2
21114,2010-01-25/2010-01-31,88,139.31,9,3.421111111111111,1
21114,2010-02-01/2010-02-07,111,148.51999999999998,6,2.8783333333333334,1
21114,2010-02-08/2010-02-14,22,47.04,4,3.6925,1
21114,2010-02-15/2010-02-21,63,108.06,9,4.506666666666667,1
21114,2010-02-22/2010-02-28,140,175.0,13,1.25,1
21114,2010-03-01/2010-03-07,125,154.35,13,1.2364285714285714,1
21114,2010-03-08/2010-03-14,281,313.25,7,1.22625,1
21114,2010-03-15/2010-03-21,87,106.85,6,1.2183333333333335,1
21114,2010-03-22/2010-03-28,54,77.27,7,2.6457142857142855,1
21114,2010-03-29/2010-04-04,65,81.25,8,1.25,2
21114,2010-04-05/2010-04-11,189,236.25,9,1.25,2
21114,2010-04-12/2010-04-18,144,180.0,9,1.25,1
21114,2010-04-19/2010-04-25,100,121.2,9,1.2077777777777778,1
21114,2010-04-26/2010-05-02,40,50.0,4,1.25,4
21114,2010-05-03/2010-05-09,44,64.77,7,2.6457142857142855,2
21114,2010-05-10/2010-05-16,165,206.25,7,1.25,1
21114,2010-05-17/2010-05-23,90,112.5,10,1.25,1
21114,2010-05-24/2010-05-30,30,37.5,5,1.25,1
21114,2010-05-31/2010-06-06,10,12.5,1,1.25,1
21114,2010-06-07/2010-06-13,85,106.25,9,1.25,1
21114,2010-06-14/2010-06-20,39,68.28999999999999,8,3.6925,2
21114,2010-06-21/2010-06-27,282,314.5,8,1.228888888888889,2
21114,2010-06-28/2010-07-04,61,76.25,6,1.25,3
21114,2010-07-05/2010-07-11,110,137.5,9,1.25,2
21114,2010-07-12/2010-07-18,65,81.25,5,1.25,1
21114,2010-07-19/2010-07-25,45,56.25,4,1.25,1
21114,2010-07-26/2010-08-01,40,59.769999999999996,7,2.6457142857142855,2
21114,2010-08-02/2010-08-08,90,112.5,9,1.25,1
21114,2010-08-09/2010-08-15,31,48.519999999999996,4,3.6925,1
21114,2010-08-16/2010-08-22,25,31.25,3,1.25,1
21114,2010-08-23/2010-08-29,75,93.75,6,1.25,2
21114,2010-08-30/2010-09-05,26,42.269999999999996,4,3.6925,1
21114,2010-09-06/2010-09-12,40,50.0,3,1.25,1
21114,2010-09-13/2010-09-19,20,25.0,2,1.25,1
21114,2010-09-20/2010-09-26,51,73.52,4,3.6925,1
21114,2010-09-27/2010-10-03,65,81.25,6,1.25,1
21114,2010-10-04/2010-10-10,50,62.5,6,1.25,2
21114,2010-10-11/2010-10-17,100,125.0,11,1.25,2
21114,2010-10-18/2010-10-24,90,112.5,10,1.25,1
21114,2010-10-25/2010-10-31,190,237.5,11,1.25,3
21114,2010-11-01/2010-11-07,61,86.02,6,2.8783333333333334,1
21114,2010-11-08/2010-11-14,85,106.25,7,1.25,2
21114,2010-11-15/2010-11-21,152,199.76999999999998,9,2.227,1
21114,2010-11-22/2010-11-28,60,75.0,7,1.25,2
21114,2010-11-29/2010-12-05,96,120.0,6,1.25,1
21114,2010-12-06/2010-12-12,41,61.019999999999996,6,2.8783333333333334,3
21114,2010-12-13/2010-12-19,36,54.769999999999996,4,3.6925,1
21114,2011-01-03/2011-01-09,6,17.27,2,6.135,1
21114,2011-01-10/2011-01-16,20,25.0,2,1.25,1
21114,2011-01-17/2011-01-23,53,66.25,3,1.25,2
21114,2011-01-24/2011-01-30,40,50.0,4,1.25,1
21114,2011-01-31/2011-02-06,66,92.03999999999999,6,2.84,1
21114,2011-02-07/2011-02-13,21,35.79,3,4.43,2
21114,2011-02-14/2011-02-20,20,25.0,2,1.25,1
21114,2011-02-21/2011-02-27,45,56.25,4,1.25,1
21114,2011-02-28/2011-03-06,40,50.0,3,1.25,1
21114,2011-03-07/2011-03-13,30,37.5,4,1.25,1
21114,2011-03-14/2011-03-20,45,56.25,5,1.25,3
21114,2011-03-21/2011-03-27,30,37.5,3,1.25,1
21114,2011-03-28/2011-04-03,15,18.75,2,1.25,1
21114,2011-04-04/2011-04-10,50,62.5,6,1.25,2
21114,2011-04-11/2011-04-17,45,56.25,4,1.25,1
21114,2011-04-18/2011-04-24,5,6.25,1,1.25,1
21114,2011-04-25/2011-05-01,5,6.25,1,1.25,1
21114,2011-05-02/2011-05-08,20,25.0,2,1.25,1
21114,2011-05-09/2011-05-15,50,62.5,3,1.25,1
21114,2011-05-16/2011-05-22,34,42.5,3,1.25,2
21114,2011-05-23/2011-05-29,10,12.5,1,1.25,1
21114,2011-05-30/2011-06-05,15,18.75,2,1.25,1
21114,2011-06-06/2011-06-12,40,50.0,4,1.25,2
21114,2011-06-13/2011-06-19,6,17.04,2,6.02,1
21114,2011-06-20/2011-06-26,52,65.0,4,1.25,1
21114,2011-06-27/2011-07-03,15,18.75,1,1.25,1
21114,2011-07-11/2011-07-17,10,12.5,1,1.25,1
21114,2011-07-25/2011-07-31,16,29.54,2,6.02,1
21114,2011-08-01/2011-08-07,10,12.5,1,1.25,1
21114,2011-08-08/2011-08-14,20,25.0,2,1.25,1
21114,2011-08-15/2011-08-21,50,62.5,5,1.25,1
21114,2011-08-22/2011-08-28,35,43.75,4,1.25,2
21114,2011-09-05/2011-09-11,70,87.5,4,1.25,1
21114,2011-09-12/2011-09-18,20,25.0,3,1.25,1
21114,2011-09-19/2011-09-25,1,10.79,1,10.79,1
21114,2011-09-26/2011-10-02,10,12.5,1,1.25,1
21114,2011-10-03/2011-10-09,20,25.0,2,1.25,1
21114,2011-10-10/2011-10-16,25,31.25,2,1.25,2
21114,2011-10-17/2011-10-23,45,52.45,4,1.2025000000000001,1
21114,2011-10-24/2011-10-30,10,12.5,1,1.25,1
21114,2011-10-31/2011-11-06,30,37.5,4,1.25,1
21114,2011-11-07/2011-11-13,46,67.03999999999999,5,3.158,2
21114,2011-11-14/2011-11-20,2,21.58,1,10.79,1
21114,2011-11-21/2011-11-27,15,18.75,2,1.25,1
21114,2011-11-28/2011-12-04,15,18.75,2,1.25,2
21115,2009-12-07/2009-12-13,13,95.74,9,7.637777777777777,1
21115,2009-12-14/2009-12-20,30,234.46,14,9.032857142857143,2
21115,2010-01-04/2010-01-10,2,13.5,1,6.75,1
21115,2010-01-11/2010-01-17,5,57.1,4,12.5875,1
21115,2010-01-18/2010-01-24,9,68.43,6,8.03,1
21115,2010-01-25/2010-01-31,12,104.03999999999999,8,9.629999999999999,1
21115,2010-02-01/2010-02-07,20,122.2,3,6.483333333333333,1
21115,2010-02-08/2010-02-14,5,33.75,3,6.75,1
21115,2010-02-15/2010-02-21,9,68.43,6,8.03,2
21115,2010-02-22/2010-02-28,30,212.74,10,8.206,1
21115,2010-03-01/2010-03-07,25,163.63,6,7.896666666666667,2
21115,2010-03-08/2010-03-14,5,49.11,4,10.59,1
21115,2010-03-15/2010-03-21,11,74.25,4,6.75,1
21115,2010-03-22/2010-03-28,12,81.0,7,6.75,1
21115,2010-03-29/2010-04-04,11,81.93,5,8.286,1
21115,2010-04-05/2010-04-11,2,13.5,1,6.75,1
21115,2010-04-12/2010-04-18,15,101.25,8,6.75,1
21115,2010-04-19/2010-04-25,20,150.36,9,8.456666666666667,2
21115,2010-04-26/2010-05-02,4,27.0,2,6.75,1
21115,2010-05-03/2010-05-09,5,33.75,3,6.75,2
21115,2010-05-10/2010-05-16,9,60.75,6,6.75,1
21115,2010-05-17/2010-05-23,19,128.25,9,6.75,1
21115,2010-05-24/2010-05-30,9,60.75,5,6.75,2
21115,2010-05-31/2010-06-06,2,13.5,1,6.75,1
21115,2010-06-07/2010-06-13,9,83.78999999999999,6,10.59,2
21115,2010-06-14/2010-06-20,61,381.03000000000003,6,7.896666666666666,2
21115,2010-06-21/2010-06-27,15,108.93,6,8.03,1
21115,2010-06-28/2010-07-04,18,121.5,9,6.75,2
21115,2010-07-05/2010-07-11,8,54.0,3,6.75,1
21115,2010-07-12/2010-07-18,9,60.75,5,6.75,1
21115,2010-07-19/2010-07-25,10,67.5,3,6.75,1
21115,2010-07-26/2010-08-01,8,54.0,4,6.75,1
21115,2010-08-02/2010-08-08,8,61.68,4,8.67,1
21115,2010-08-09/2010-08-15,3,27.93,2,10.59,1
21115,2010-08-16/2010-08-22,1,6.75,1,6.75,1
21115,2010-08-23/2010-08-29,10,67.5,5,6.75,2
21115,2010-08-30/2010-09-05,17,101.95,2,6.35,1
21115,2010-09-06/2010-09-12,6,40.5,3,6.75,1
21115,2010-09-13/2010-09-19,79,475.65000000000003,5,6.590000000000001,2
21115,2010-09-20/2010-09-26,13,87.75,5,6.75,1
21115,2010-09-27/2010-10-03,21,149.43,6,8.03,2
21115,2010-10-04/2010-10-10,11,81.93,7,7.847142857142857,2
21115,2010-10-11/2010-10-17,10,75.18,5,8.286,1
21115,2010-10-18/2010-10-24,5,41.43,3,9.31,1
21115,2010-10-25/2010-10-31,9,68.43,7,7.847142857142857,1
21115,2010-11-01/2010-11-07,6,40.5,3,6.75,3
21115,2010-11-08/2010-11-14,22,163.86,8,8.456666666666667,1
21115,2010-11-15/2010-11-21,12,88.68,6,8.03,1
21115,2010-11-22/2010-11-28,15,124.28999999999999,12,8.67,1
21115,2010-11-29/2010-12-05,10,75.18,5,8.286,1
21115,2010-12-06/2010-12-12,8,77.03999999999999,6,10.59,1
21115,2010-12-13/2010-12-19,3,27.93,2,10.59,1
21115,2010-12-20/2010-12-26,3,27.93,2,10.59,1
21115,2011-01-03/2011-01-09,1,6.75,1,6.75,1
21115,2011-01-10/2011-01-16,9,60.75,5,6.75,2
21115,2011-01-17/2011-01-23,4,34.38,3,9.21,1
21115,2011-01-24/2011-01-30,5,33.75,2,6.75,2
21115,2011-01-31/2011-02-06,18,108.7,3,6.483333333333333,1
21115,2011-02-07/2011-02-13,1,6.75,1,6.75,1
21115,2011-02-14/2011-02-20,6,40.5,3,6.75,1
21115,2011-02-21/2011-02-27,1,6.75,1,6.75,1
21115,2011-02-28/2011-03-06,6,40.5,2,6.75,2
21115,2011-03-07/2011-03-13,4,27.0,3,6.75,2
21115,2011-03-14/2011-03-20,1,14.13,1,14.13,1
21115,2011-03-21/2011-03-27,5,33.75,2,6.75,1
21115,2011-03-28/2011-04-03,2,20.880000000000003,2,10.440000000000001,1
21115,2011-04-04/2011-04-10,6,40.5,4,6.75,1
21115,2011-04-11/2011-04-17,2,13.5,1,6.75,1
21115,2011-04-18/2011-04-24,2,13.5,1,6.75,1
21115,2011-04-25/2011-05-01,1,14.13,1,14.13,1
21115,2011-05-02/2011-05-08,2,13.5,1,6.75,1
21115,2011-05-09/2011-05-15,4,27.0,2,6.75,1
21115,2011-05-16/2011-05-22,5,33.75,3,6.75,2
21115,2011-05-30/2011-06-05,10,67.5,5,6.75,2
21115,2011-06-06/2011-06-12,6,40.5,3,6.75,1
21115,2011-06-13/2011-06-19,22,143.07999999999998,5,8.065999999999999,3
21115,2011-06-20/2011-06-26,12,88.38,3,9.21,2
21115,2011-06-27/2011-07-03,1,14.13,1,14.13,1
21115,2011-07-04/2011-07-10,1,14.13,1,14.13,1
21115,2011-07-11/2011-07-17,4,27.0,2,6.75,1
21115,2011-07-25/2011-07-31,8,54.0,3,6.75,2
21115,2011-08-01/2011-08-07,12,81.0,4,6.75,2
21115,2011-08-08/2011-08-14,2,13.5,1,6.75,1
21115,2011-08-15/2011-08-21,1,6.75,1,6.75,1
21115,2011-08-22/2011-08-28,5,33.75,3,6.75,2
21115,2011-08-29/2011-09-04,1,6.75,1,6.75,1
21115,2011-09-12/2011-09-18,8,61.38,4,8.595,1
21115,2011-09-19/2011-09-25,2,13.5,1,6.75,1
21115,2011-09-26/2011-10-02,2,13.5,1,6.75,1
21115,2011-10-03/2011-10-09,140,764.2,3,6.016666666666667,2
21115,2011-10-10/2011-10-16,4,34.38,3,9.21,1
21115,2011-10-17/2011-10-23,1,6.75,1,6.75,1
21115,2011-10-24/2011-10-30,12,110.52000000000001,6,9.21,1
21115,2011-10-31/2011-11-06,8,54.0,3,6.75,1
21115,2011-11-07/2011-11-13,5,70.65,4,14.13,1
21115,2011-11-14/2011-11-20,10,82.26,5,8.226,2
21115,2011-11-21/2011-11-27,10,111.78,5,11.178,1
21115,2011-11-28/2011-12-04,24,156.06,13,8.111538461538462,2
21116,2009-12-07/2009-12-13,12,81.6,5,7.17,1
21116,2009-12-14/2009-12-20,25,157.05,12,6.8,1
21116,2009-12-21/2009-12-27,12,100.10000000000001,10,8.28,1
21116,2010-01-04/2010-01-10,12,59.400000000000006,1,4.95,1
21116,2010-01-11/2010-01-17,6,36.92,4,6.755000000000001,1
21116,2010-01-18/2010-01-24,8,43.120000000000005,4,5.83,2
21116,2010-01-25/2010-01-31,14,76.34,6,6.123333333333334,1
21116,2010-02-01/2010-02-07,4,23.32,2,6.710000000000001,1
21116,2010-02-08/2010-02-14,5,31.790000000000003,4,6.71,1
21116,2010-02-15/2010-02-21,7,55.77,5,7.766000000000001,1
21116,2010-02-22/2010-02-28,19,97.57000000000001,7,5.452857142857143,1
21116,2010-03-01/2010-03-07,7,55.77,6,7.883333333333334,1
21116,2010-03-08/2010-03-14,75,329.29,4,6.535,1
21116,2010-03-15/2010-03-21,1,8.47,1,8.47,1
21116,2010-03-22/2010-03-28,30,137.3,4,4.775,1
21116,2010-03-29/2010-04-04,8,57.2,6,7.883333333333334,1
21116,2010-04-05/2010-04-11,1,8.47,1,8.47,1
21116,2010-04-12/2010-04-18,1,4.95,1,4.95,1
21116,2010-04-19/2010-04-25,18,81.42,3,5.890000000000001,1
21116,2010-04-26/2010-05-02,13,88.99000000000001,9,7.687777777777778,1
21116,2010-05-03/2010-05-09,7,38.17,2,6.710000000000001,1
21116,2010-05-10/2010-05-16,1,8.47,1,8.47,1
21116,2010-05-17/2010-05-23,6,33.22,3,6.123333333333334,1
21116,2010-05-24/2010-05-30,14,104.50000000000001,9,7.687777777777778,1
21116,2010-05-31/2010-06-06,7,45.21000000000001,5,7.062,1
21116,2010-06-07/2010-06-13,5,31.790000000000003,4,6.71,1
21116,2010-06-14/2010-06-20,11,57.970000000000006,5,5.654000000000001,1
21116,2010-06-21/2010-06-27,4,33.88,4,8.47,1
21116,2010-06-28/2010-07-04,20,106.04,8,5.83,2
21116,2010-07-05/2010-07-11,8,46.64,4,6.710000000000001,1
21116,2010-07-12/2010-07-18,8,43.120000000000005,4,5.83,1
21116,2010-07-19/2010-07-25,3,21.89,3,7.296666666666667,1
21116,2010-07-26/2010-08-01,9,65.67,6,7.296666666666667,1
21116,2010-08-02/2010-08-08,15,98.89,9,6.905555555555556,2
21116,2010-08-09/2010-08-15,9,65.67000000000002,5,7.766,1
21116,2010-08-16/2010-08-22,4,23.32,2,6.710000000000001,1
21116,2010-08-23/2010-08-29,26,132.22,8,5.390000000000001,2
21116,2010-08-30/2010-09-05,13,78.43,5,7.062,1
21116,2010-09-06/2010-09-12,10,49.5,4,4.95,1
21116,2010-09-13/2010-09-19,10,60.06,6,6.710000000000001,1
21116,2010-09-20/2010-09-26,8,57.2,5,7.766,2
21116,2010-09-27/2010-10-03,16,100.32000000000001,10,7.062,1
21116,2010-10-04/2010-10-10,13,88.99000000000001,8,7.590000000000001,2
21116,2010-10-11/2010-10-17,20,113.08000000000001,10,6.3580000000000005,1
21116,2010-10-18/2010-10-24,11,57.97,5,5.654000000000001,1
21116,2010-10-25/2010-10-31,7,38.17,3,6.123333333333334,1
21116,2010-11-01/2010-11-07,31,164.01000000000002,10,5.654,2
21116,2010-11-08/2010-11-14,15,81.29,6,6.123333333333334,1
21116,2010-11-15/2010-11-21,13,85.47,11,6.870000000000001,1
21116,2010-11-22/2010-11-28,33,177.43,11,6.23,1
21116,2010-11-29/2010-12-05,12,84.04,9,7.296666666666667,1
21116,2010-12-06/2010-12-12,22,140.58,11,7.19,2
21116,2010-12-13/2010-12-19,3,25.410000000000004,3,8.47,1
21116,2010-12-20/2010-12-26,8,67.76,6,8.47,1
21116,2011-01-03/2011-01-09,6,29.700000000000003,2,4.95,1
21116,2011-01-10/2011-01-16,7,48.370000000000005,5,7.694,1
21116,2011-01-17/2011-01-23,11,67.81,6,7.176666666666666,1
21116,2011-01-24/2011-01-30,7,51.349999999999994,5,7.622,1
21116,2011-01-31/2011-02-06,17,97.51,9,6.434444444444444,2
21116,2011-02-07/2011-02-13,5,31.43,3,7.176666666666666,2
21116,2011-02-14/2011-02-20,9,51.230000000000004,5,6.286,1
21116,2011-02-21/2011-02-27,12,69.42,4,7.454999999999999,1
21116,2011-02-28/2011-03-06,16,82.54,4,5.785,1
21116,2011-03-07/2011-03-13,25,112.55000000000001,2,4.6,1
21116,2011-03-14/2011-03-20,9,64.59,6,7.733333333333332,2
21116,2011-03-28/2011-04-03,9,54.57,4,7.454999999999999,1
21116,2011-04-04/2011-04-10,16,82.54,3,6.063333333333333,1
21116,2011-04-11/2011-04-17,3,14.850000000000001,1,4.95,1
21116,2011-04-18/2011-04-24,4,23.14,2,6.619999999999999,1
21116,2011-04-25/2011-05-01,5,31.43,2,6.619999999999999,1
21116,2011-05-02/2011-05-08,7,34.650000000000006,3,4.95,1
21116,2011-05-09/2011-05-15,12,69.42,7,6.381428571428571,2
21116,2011-05-16/2011-05-22,6,39.72,3,7.176666666666666,1
21116,2011-05-23/2011-05-29,7,41.33,4,6.619999999999999,1
21116,2011-05-30/2011-06-05,16,82.54,5,5.618,2
21116,2011-06-06/2011-06-12,19,110.75,8,7.0375,2
21116,2011-06-13/2011-06-19,2,16.58,2,8.29,1
21116,2011-06-20/2011-06-26,2,16.58,2,8.29,1
21116,2011-06-27/2011-07-03,3,24.869999999999997,3,8.29,1
21116,2011-07-04/2011-07-10,5,34.769999999999996,4,7.454999999999999,1
21116,2011-07-11/2011-07-17,4,23.14,2,6.619999999999999,1
21116,2011-07-18/2011-07-24,7,37.99,3,6.063333333333333,2
21116,2011-07-25/2011-07-31,9,44.550000000000004,2,4.95,2
21116,2011-08-01/2011-08-07,9,44.550000000000004,4,4.95,1
21116,2011-08-08/2011-08-14,13,97.74999999999999,4,7.454999999999999,1
21116,2011-08-15/2011-08-21,5,31.43,2,6.619999999999999,1
21116,2011-08-22/2011-08-28,29,166.93,6,6.063333333333333,2
21116,2011-08-29/2011-09-04,10,79.55999999999999,5,7.622,1
21116,2011-09-05/2011-09-11,11,54.45,4,4.95,1
21116,2011-09-12/2011-09-18,9,61.25,4,6.619999999999999,1
21116,2011-09-19/2011-09-25,16,115.94,7,6.8585714285714285,1
21116,2011-09-26/2011-10-02,12,79.44,4,7.454999999999999,1
21116,2011-10-03/2011-10-09,38,190.26,10,5.882,1
21116,2011-10-10/2011-10-16,15,90.95,5,6.286,3
21116,2011-10-17/2011-10-23,12,69.42,5,6.063333333333333,2
21116,2011-10-24/2011-10-30,11,71.15,4,7.454999999999999,1
21116,2011-10-31/2011-11-06,48,231.89999999999998,9,5.907777777777778,2
21116,2011-11-07/2011-11-13,23,160.60999999999999,10,6.953999999999999,1
21116,2011-11-14/2011-11-20,29,163.59,9,6.0633333333333335,2
21116,2011-11-21/2011-11-27,78,389.62,9,7.098888888888888,1
21116,2011-11-28/2011-12-04,22,145.64,10,6.953999999999999,1
21117,2009-12-07/2009-12-13,12,15.0,1,1.25,1
21117,2009-12-14/2009-12-20,24,30.0,1,1.25,1
21117,2010-02-15/2010-02-21,12,15.0,1,1.25,1
21117,2010-03-01/2010-03-07,12,15.0,1,1.25,1
21117,2010-03-29/2010-04-04,2,13.5,1,6.75,1
21117,2010-04-19/2010-04-25,12,15.0,1,1.25,1
21117,2010-05-10/2010-05-16,12,15.0,1,1.25,1
21117,2010-08-16/2010-08-22,96,190.07999999999998,1,1.98,1
21117,2010-08-30/2010-09-05,12,15.0,1,1.25,1
21117,2010-09-20/2010-09-26,12,15.0,1,1.25,1
21117,2010-10-25/2010-10-31,12,15.0,1,1.25,1
21117,2010-11-15/2010-11-21,1,6.75,1,6.75,1
21117,2011-01-10/2011-01-16,1,6.75,1,6.75,1
21117,2011-04-11/2011-04-17,12,15.0,1,1.25,1
21117,2011-05-02/2011-05-08,12,15.0,1,1.25,1
21117,2011-06-20/2011-06-26,12,15.0,1,1.25,1
21117,2011-07-25/2011-07-31,12,15.0,1,1.25,1
21117,2011-09-12/2011-09-18,12,15.0,1,1.25,1
21117,2011-10-03/2011-10-09,2,2.5,1,1.25,1
21117,2011-10-10/2011-10-16,3,3.75,1,1.25,1
21117,2011-10-17/2011-10-23,2,2.5,1,1.25,1
21117,2011-11-07/2011-11-13,16,20.0,2,1.25,1
21117,2011-11-14/2011-11-20,12,15.0,1,1.25,1
21117,2011-11-21/2011-11-27,13,16.25,2,1.25,1
21118,2009-12-07/2009-12-13,2,11.5,1,5.75,1
21118,2009-12-14/2009-12-20,32,49.0,3,2.75,1
21118,2010-01-04/2010-01-10,15,18.75,1,1.25,1
21118,2010-01-11/2010-01-17,5,6.25,1,1.25,1
21119,2009-12-14/2009-12-20,1,13.87,1,13.87,1
21119,2010-07-12/2010-07-18,1,13.57,1,13.57,1
21119,2010-09-27/2010-10-03,1,13.57,1,13.57,1
21120,2010-12-06/2010-12-12,1,16.98,1,16.98,1
21121,2009-12-07/2009-12-13,81,106.53,10,1.6460000000000001,2
21121,2009-12-14/2009-12-20,182,234.1,11,1.61,3
21121,2009-12-21/2009-12-27,1,1.25,1,1.25,1
21121,2010-01-04/2010-01-10,56,70.0,6,1.25,2
21121,2010-01-11/2010-01-17,181,228.89,14,1.4385714285714286,3
21121,2010-01-18/2010-01-24,114,142.5,11,1.25,3
21121,2010-01-25/2010-01-31,704,770.5600000000001,14,1.2364285714285714,3
21121,2010-02-01/2010-02-07,43,61.31,6,1.43,2
21121,2010-02-08/2010-02-14,135,168.75,8,1.25,3
21121,2010-02-15/2010-02-21,81,106.28999999999999,13,1.540769230769231,1
21121,2010-02-22/2010-02-28,113,143.77,12,1.46,1
21121,2010-03-01/2010-03-07,165,208.76999999999998,13,1.4438461538461538,3
21121,2010-03-08/2010-03-14,72,96.78,9,1.3688888888888888,1
21121,2010-03-15/2010-03-21,217,266.69,13,1.2353846153846153,3
21121,2010-03-22/2010-03-28,197,247.51,15,1.3287499999999999,2
21121,2010-03-29/2010-04-04,63,78.75,9,1.25,3
21121,2010-04-05/2010-04-11,169,211.25,7,1.25,2
21121,2010-04-12/2010-04-18,57,71.25,5,1.25,3
21121,2010-04-19/2010-04-25,140,174.7,11,1.5333333333333332,2
21121,2010-04-26/2010-05-02,117,147.51,8,1.4075,1
