StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice
84867a,PINK BABY GIRLS PHOTO ALBUM,1,13.57,1,1,1,13.57,2010-05-05 14:28:00,2010-05-05 14:28:00,1.0
84796b,BLUE SAVANNAH PICNIC HAMPER FOR 2,1,8.47,1,1,1,8.47,2010-07-26 11:00:00,2010-07-26 11:00:00,1.0
84705b,FAIRY CAKES PHOTO FRAME,1,3.43,1,1,1,3.43,2009-12-22 15:07:00,2009-12-22 15:07:00,1.0
84661b,BLACK SQUARE TABLE CLOCK,1,4.96,1,1,1,4.96,2011-10-17 09:55:00,2011-10-17 09:55:00,1.0
84596l,BISCUITS SMALL BOWL LIGHT BLUE,1,2.46,1,1,1,2.46,2011-05-26 10:44:00,2011-05-26 10:44:00,1.0
84867b,BLUE BABY BOY'S PHOTO ALBUM,2,27.14,1,1,1,13.57,2010-01-25 15:42:00,2010-01-25 15:42:00,2.0
85123b,ZINC HANGING HEART T-LITE HLDR,1,6.04,1,1,1,6.04,2009-12-22 15:13:00,2009-12-22 15:13:00,1.0
85160b,BLACK BIRD GARDEN DESIGN MUG,1,16.13,1,1,1,16.13,2010-03-29 14:54:00,2010-03-29 14:54:00,1.0
B,Adjust bad debt,1,11062.06,1,1,1,11062.06,2011-08-12 14:50:00,2011-08-12 14:50:00,1.0
90184c,BLACK CHUNKY BEAD BRACELET W STRAP,1,9.15,1,1,1,9.15,2011-10-31 14:41:00,2011-10-31 14:41:00,1.0
85232d,SET/3 DECOUPAGE STACKING TINS,1,10.17,1,1,1,10.17,2010-09-28 09:34:00,2010-09-28 09:34:00,1.0
90183c,BLACK DROP EARRINGS W LONG BEADS,1,2.9,1,1,1,2.9,2011-10-31 14:41:00,2011-10-31 14:41:00,1.0
85231e,STRAWBERRY SCENTED SET/9 T-LIGHTS,1,1.66,1,1,1,1.66,2010-03-29 14:59:00,2010-03-29 14:59:00,1.0
85184d,S/4 BLUE ROUND DECOUPAGE BOXES,1,5.91,1,1,1,5.91,2010-07-22 12:09:00,2010-07-22 12:09:00,1.0
85159b,"WHITE TEA,COFFEE,SUGAR JARS",1,13.0,1,1,1,13.0,2009-12-22 15:05:00,2009-12-22 15:05:00,1.0
DCGS0037,KEY-RING CORKSCREW,1,12.72,1,1,1,12.72,2010-06-14 14:49:00,2010-06-14 14:49:00,1.0
DCGS0075,CAMOUFLAGUE DOG LEAD,1,12.72,1,1,1,12.72,2010-04-01 15:04:00,2010-04-01 15:04:00,1.0
DCGS0068,DOGS NIGHT COLLAR,1,8.47,1,1,1,8.47,2010-01-19 17:49:00,2010-01-19 17:49:00,1.0
DCGS0044,HANDZ-OFF CAR FRESHENER,1,2.57,1,1,1,2.57,2009-12-15 18:33:00,2009-12-15 18:33:00,1.0
DCGS0062,ROAD-RAGE CAR FRESHENER,1,2.51,1,1,1,2.51,2010-10-25 16:57:00,2010-10-25 16:57:00,1.0
DCGS0041,HAYNES MINI-COOPER PLAYING CARDS,1,5.06,1,1,1,5.06,2010-06-04 16:13:00,2010-06-04 16:13:00,1.0
TEST002,This is a test product.,1,1.0,1,1,1,1.0,2009-12-18 10:55:00,2009-12-18 10:55:00,1.0
gift_0001_70,Dotcomgiftshop Gift Voucher Â£70.00,1,59.57,1,1,1,59.57,2010-06-14 11:24:00,2010-06-14 11:24:00,1.0
gift_0001_80,Dotcomgiftshop Gift Voucher Â£80.00,1,69.56,1,1,1,69.56,2009-12-14 17:57:00,2009-12-14 17:57:00,1.0
