StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice
85204,HANGING WOOD AND FELT FLOWER,2345,459.94,153,76,5,0.42,2009-12-14 17:57:00,2011-11-29 13:12:00,15.326797385620916
21272,SALLE DE BAIN HOOK,2345,3104.76,337,83,8,1.25,2009-12-07 18:02:00,2011-08-11 10:14:00,6.958456973293768
21161,KEEP OUT BOYS DOOR HANGER,2338,1768.2099999999998,199,66,5,1.45,2009-12-07 13:45:00,2011-06-08 12:44:00,11.748743718592964
23187,FRENCH STYLE STORAGE JAR BONBONS,2338,695.06,74,22,7,0.29,2011-03-08 12:05:00,2011-11-03 16:56:00,31.594594594594593
20985,HEART CALCULATOR,2337,3000.69,283,89,11,1.25,2009-12-07 17:56:00,2011-12-04 13:59:00,8.257950530035336
22757,LARGE RED BABUSHKA NOTEBOOK,2333,2907.91,277,64,10,1.25,2010-08-08 15:53:00,2011-12-02 16:39:00,8.422382671480145
22224,WHITE LOVEBIRD LANTERN,2332,7377.09,390,99,9,2.95,2009-12-07 11:46:00,2011-12-02 16:39:00,5.97948717948718
22995,TRAVEL CARD WALLET SUKI,2331,1030.67,256,42,3,0.42,2011-02-17 12:51:00,2011-12-02 16:39:00,9.10546875
84847,FLORAL BATHROOM SET,2330,1149.73,49,35,3,3.75,2009-12-14 18:37:00,2011-08-01 17:37:00,47.55102040816327
21399,BLUE POLKADOT COFFEE MUG,2330,1466.44,117,52,7,1.63,2009-12-07 13:59:00,2011-06-05 10:50:00,19.914529914529915
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2328,3853.68,199,24,10,1.65,2011-06-14 13:51:00,2011-11-27 11:05:00,11.698492462311558
47568,ENGLISH ROSE DESIGN PEG BAG,2325,4854.72,396,36,10,2.1,2009-12-07 10:48:00,2010-08-22 13:41:00,5.871212121212121
22365,DOORMAT RESPECTABLE HOUSE,2324,15225.92,439,97,14,7.95,2010-01-04 16:11:00,2011-12-04 14:55:00,5.29384965831435
22208,WOOD STAMP SET THANK YOU,2323,2962.9799999999996,410,87,8,1.65,2009-12-07 17:56:00,2011-12-04 13:15:00,5.6658536585365855
22304,COFFEE MUG BLUE PAISLEY DESIGN,2322,4555.45,161,73,9,2.55,2009-12-07 12:31:00,2011-11-28 15:54:00,14.422360248447205
85206A,CREAM FELT EASTER EGG BASKET,2321,3973.0099999999998,317,32,11,1.65,2010-01-12 11:45:00,2011-03-17 18:24:00,7.321766561514195
22482,BLUE TEA TOWEL CLASSIC DESIGN,2319,2739.43,214,58,9,1.25,2010-03-05 11:16:00,2011-07-05 13:07:00,10.836448598130842
21162,TOXIC AREA  DOOR HANGER,2317,1574.59,267,86,9,1.45,2009-12-07 13:59:00,2011-12-01 19:42:00,8.677902621722847
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,2316,15178.52,559,95,9,6.75,2009-12-07 12:08:00,2011-12-04 13:00:00,4.143112701252236
21883,STARS GIFT TAPE,2314,1175.28,218,77,10,0.65,2009-12-09 13:31:00,2011-12-04 12:08:00,10.614678899082568
84510A,SET OF 4 ENGLISH ROSE COASTERS,2310,3131.44,456,100,12,1.25,2009-12-08 12:05:00,2011-12-04 13:54:00,5.065789473684211
85049D,BRIGHT BLUES RIBBONS,2306,2892.96,395,84,13,1.25,2009-12-08 11:07:00,2011-09-28 15:50:00,5.837974683544304
21100,CHARLIE AND LOLA CHARLOTTE BAG,2304,3438.8199999999997,254,59,7,1.65,2009-12-07 15:26:00,2011-03-22 16:56:00,9.070866141732283
37449,CERAMIC CAKE STAND + HANGING CAKES,2304,21603.15,462,84,15,9.95,2009-12-07 09:42:00,2011-12-02 12:07:00,4.987012987012987
22623,BOX OF VINTAGE JIGSAW BLOCKS,2302,12361.43,535,81,13,4.95,2010-05-06 20:01:00,2011-12-04 14:15:00,4.302803738317757
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,2302,1009.68,182,60,6,0.42,2010-01-13 17:08:00,2011-12-01 16:22:00,12.648351648351648
21403,BLUE EGG  SPOON,2301,516.41,153,74,9,0.42,2009-12-09 09:51:00,2011-11-29 16:33:00,15.03921568627451
21126,SET OF 6 GIRLS CELEBRATION CANDLES,2301,2319.22,276,93,14,1.25,2009-12-09 09:42:00,2011-12-02 16:39:00,8.33695652173913
22649,STRAWBERRY FAIRY CAKE TEAPOT,2300,11520.2,485,80,17,4.95,2010-05-14 15:41:00,2011-12-04 15:19:00,4.742268041237113
22520,CHILDS GARDEN TROWEL BLUE,2294,2011.28,369,57,9,0.85,2010-03-25 14:12:00,2011-05-17 11:02:00,6.2168021680216805
23159,SET OF 5 PANCAKE DAY MAGNETS,2293,4713.52,223,37,19,2.08,2011-03-25 11:01:00,2011-11-28 15:34:00,10.282511210762332
23089,GLASS BON BON JAR,2292,4070.8399999999997,218,30,6,1.95,2011-05-12 15:17:00,2011-12-04 14:55:00,10.513761467889909
23368,SET 12 COLOUR PENCILS DOLLY GIRL,2291,1613.3500000000001,218,11,11,0.65,2011-09-22 12:45:00,2011-12-04 13:45:00,10.509174311926605
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,2290,1528.38,157,73,12,0.65,2009-12-08 13:04:00,2011-11-23 11:22:00,14.585987261146498
22521,CHILDS GARDEN TROWEL PINK,2288,1987.9299999999998,370,54,10,0.85,2010-03-25 14:12:00,2011-05-05 15:47:00,6.183783783783784
21389,IVORY HANGING DECORATION  BIRD,2287,1997.8899999999999,260,83,5,0.85,2009-12-08 15:12:00,2011-12-04 13:55:00,8.796153846153846
21066,VINTAGE RED MUG,2282,1492.17,130,70,2,1.25,2009-12-08 12:46:00,2011-12-01 11:53:00,17.553846153846155
22422,TOOTHPASTE TUBE PEN,2277,1662.0800000000002,332,72,11,1.25,2010-05-07 13:58:00,2011-12-04 13:59:00,6.858433734939759
21488,RED WHITE SCARF  HOT WATER BOTTLE,2276,9365.28,341,41,11,3.95,2009-12-07 13:52:00,2011-03-01 09:55:00,6.674486803519062
23119,PACK OF 6 LARGE FRUIT STRAWS,2274,1391.7,147,25,10,0.62,2011-06-17 08:57:00,2011-12-04 15:19:00,15.46938775510204
22580,ADVENT CALENDAR GINGHAM SACK,2273,12916.210000000001,487,45,16,5.95,2010-07-20 14:22:00,2011-12-02 16:39:00,4.66735112936345
22429,ENAMEL MEASURING JUG CREAM,2273,9794.09,619,81,9,4.25,2010-03-18 13:00:00,2011-12-04 12:29:00,3.6720516962843295
84792,ENCHANTED BIRD COATHANGER 5 HOOK,2265,9961.75,508,101,11,4.65,2009-12-07 12:08:00,2011-12-04 11:56:00,4.458661417322834
22093,MOTORING TISSUE BOX,2260,1357.17,265,74,9,1.06,2009-12-07 18:02:00,2011-12-01 12:54:00,8.528301886792454
23290,SPACEBOY CHILDRENS BOWL,2256,2694.3900000000003,202,25,14,1.25,2011-06-13 16:33:00,2011-12-04 13:45:00,11.168316831683168
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,2256,2980.0,227,68,2,1.25,2009-12-07 17:56:00,2011-12-02 12:02:00,9.938325991189428
23356,LOVE HOT WATER BOTTLE,2255,12700.460000000001,447,15,9,5.95,2011-08-22 12:52:00,2011-12-04 14:55:00,5.0447427293064875
10123G,ARMY CAMO WRAPPING TAPE,2249,162.16,15,10,2,0.65,2010-07-15 15:01:00,2010-11-29 15:26:00,149.93333333333334
21948,SET OF 6 CAKE CHOPSTICKS,2248,2855.1,256,93,7,2.46,2009-12-07 17:56:00,2011-11-30 15:13:00,8.78125
85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,2248,3513.6699999999996,246,64,4,1.65,2009-12-07 11:40:00,2011-04-10 12:53:00,9.138211382113822
22751,FELTCRAFT PRINCESS OLIVIA DOLL,2247,8356.25,458,64,16,3.75,2010-09-05 10:54:00,2011-12-04 15:00:00,4.906113537117904
23311,VINTAGE CHRISTMAS STOCKING,2245,5997.95,320,21,12,2.55,2011-07-14 13:28:00,2011-12-04 13:20:00,7.015625
22798,ANTIQUE GLASS DRESSING TABLE POT,2243,6932.6900000000005,344,58,5,2.95,2010-10-22 13:27:00,2011-12-04 15:00:00,6.520348837209302
21259,VICTORIAN SEWING BOX SMALL,2241,13488.41,636,102,10,5.95,2009-12-07 11:29:00,2011-12-04 15:00:00,3.5235849056603774
22305,COFFEE MUG PINK PAISLEY DESIGN,2240,4642.68,140,79,8,2.55,2009-12-07 12:31:00,2011-11-28 15:54:00,16.0
23082,SET 6 PAPER TABLE LANTERN HEARTS,2239,8217.41,286,30,9,3.75,2011-05-11 11:57:00,2011-12-04 12:08:00,7.828671328671328
22522,CHILDS GARDEN FORK BLUE,2238,1904.9599999999998,333,72,10,0.85,2010-03-25 14:12:00,2011-11-24 13:06:00,6.7207207207207205
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2236,4758.62,332,89,12,2.95,2009-12-07 16:40:00,2011-12-04 13:20:00,6.734939759036145
23122,PARTY CHARMS 50 PIECES,2234,1709.5,127,24,9,0.83,2011-06-17 11:38:00,2011-12-04 15:19:00,17.590551181102363
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,2234,1036.42,161,62,5,0.65,2009-12-08 15:49:00,2011-11-02 15:33:00,13.875776397515528
22072,RED RETROSPOT TEA CUP AND SAUCER,2234,8870.84,489,95,8,3.75,2009-12-07 10:46:00,2011-12-04 15:19:00,4.568507157464213
23380,PACK OF 12 VINTAGE DOILY TISSUES,2229,935.5699999999999,113,13,8,0.39,2011-09-05 12:00:00,2011-12-01 16:22:00,19.72566371681416
16016,LARGE CHINESE STYLE SCISSOR,2224,1796.8,101,67,7,0.85,2009-12-07 11:40:00,2011-12-01 13:32:00,22.019801980198018
22354,RETROSPOT PADDED SEAT CUSHION,2219,8417.1,276,87,11,3.75,2009-12-09 13:49:00,2011-11-23 11:47:00,8.039855072463768
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,2215,1899.79,134,36,12,0.83,2011-03-25 11:01:00,2011-11-30 15:13:00,16.529850746268657
23109,PACK OF SIX LED TEA LIGHTS,2213,6367.650000000001,253,29,8,2.89,2011-05-11 12:43:00,2011-12-04 15:18:00,8.74703557312253
21439,BASKET OF TOADSTOOLS,2213,2777.4,232,84,12,1.25,2009-12-10 16:39:00,2011-12-02 16:39:00,9.538793103448276
21112,"SWISS ROLL TOWEL, PINK  SPOTS",2211,5445.88,185,74,7,2.95,2009-12-07 10:21:00,2011-11-24 14:40:00,11.95135135135135
23374,RED SPOT PAPER GIFT BAG,2210,1780.3,124,18,7,0.82,2011-08-02 14:23:00,2011-12-04 15:00:00,17.822580645161292
22334,DINOSAUR PARTY BAG + STICKER SET,2210,3519.3599999999997,261,92,10,1.65,2009-12-14 14:35:00,2011-11-29 16:33:00,8.46743295019157
23211,RED ROCKING HORSE HAND PAINTED,2208,2753.91,146,26,10,1.25,2011-06-02 09:37:00,2011-12-04 16:08:00,15.123287671232877
22169,FAMILY ALBUM WHITE PICTURE FRAME,2203,18864.45,681,97,11,8.5,2009-12-07 17:56:00,2011-12-04 13:00:00,3.234948604992658
21294,ETCHED GLASS COASTER,2203,1593.3999999999999,134,68,6,1.25,2009-12-07 13:49:00,2011-10-26 14:42:00,16.440298507462686
20730,STRAWBERRY CANDY BAG,2202,989.06,98,23,5,0.87,2009-12-09 11:46:00,2010-09-05 10:54:00,22.46938775510204
21658,GLASS  BEURRE DISH,2202,9171.64,512,79,9,3.95,2009-12-07 14:10:00,2011-08-11 10:14:00,4.30078125
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,2200,1229.5600000000002,158,60,5,0.39,2009-12-10 12:21:00,2011-12-04 15:19:00,13.924050632911392
21167,WHITE SAGE INCENSE,2199,532.29,110,66,1,0.42,2009-12-10 12:10:00,2011-11-28 10:49:00,19.990909090909092
22810,SET OF 6 T-LIGHTS SNOWMEN,2196,6720.280000000001,326,37,7,2.95,2010-09-20 12:21:00,2011-12-01 13:22:00,6.736196319018405
22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,2193,2973.93,227,59,9,1.25,2010-10-17 11:23:00,2011-12-04 15:38:00,9.66079295154185
21383,PACK OF 12 STICKY BUNNIES,2188,1578.23,318,75,7,0.65,2009-12-09 09:51:00,2011-12-01 16:22:00,6.880503144654088
22043,CHRISTMAS CARD SCREEN PRINT,2185,614.21,124,39,7,0.42,2009-12-10 18:27:00,2011-12-02 13:35:00,17.620967741935484
84596G,SMALL CHOCOLATES PINK BOWL,2185,1400.27,339,88,9,0.83,2009-12-09 09:42:00,2011-12-04 13:59:00,6.445427728613569
85017B,ENVELOPE 50 BLOSSOM IMAGES,2183,1349.83,312,88,15,0.83,2009-12-07 17:56:00,2011-11-08 18:41:00,6.996794871794871
22675,FRENCH KITCHEN SIGN BLUE METAL,2183,2692.69,262,66,9,1.25,2010-08-17 11:21:00,2011-12-02 13:32:00,8.33206106870229
21563,RED HEART SHAPE LOVE BUCKET,2182,6386.820000000001,347,94,9,2.95,2009-12-08 13:58:00,2011-12-04 11:45:00,6.2881844380403455
23334,IVORY WICKER HEART SMALL,2181,1426.99,117,17,3,0.63,2011-08-08 14:37:00,2011-12-02 16:39:00,18.641025641025642
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2177,5995.8099999999995,266,86,5,4.25,2009-12-09 15:03:00,2011-11-04 14:07:00,8.18421052631579
23108,SET OF 10 LED DOLLY LIGHTS,2176,13013.46,359,30,18,6.25,2011-05-11 10:18:00,2011-12-02 16:39:00,6.061281337047354
21398,RED POLKADOT COFFEE  MUG,2175,2013.5,122,53,7,2.1,2009-12-09 09:51:00,2011-04-19 16:52:00,17.827868852459016
21578,WOODLAND DESIGN  COTTON TOTE BAG,2172,4977.14,373,91,21,2.25,2009-12-07 10:41:00,2011-11-06 12:50:00,5.823056300268097
22523,CHILDS GARDEN FORK PINK,2170,1870.4599999999998,350,75,11,0.85,2010-03-25 14:12:00,2011-11-30 15:13:00,6.2
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,2167,1523.6,337,87,10,1.25,2009-12-07 17:56:00,2011-12-04 14:55:00,6.43026706231454
47567B,TEA TIME KITCHEN APRON,2162,11633.43,346,89,13,5.95,2009-12-10 16:21:00,2011-12-04 11:45:00,6.2485549132947975
35954,SMALL FOLKART STAR CHRISTMAS DEC,2161,839.08,107,37,3,0.42,2009-12-07 18:02:00,2011-11-09 16:10:00,20.19626168224299
21012,ANTIQUE ALL GLASS CANDLESTICK,2161,4026.7400000000002,280,88,3,2.46,2009-12-08 09:24:00,2011-12-04 14:15:00,7.7178571428571425
23212,HEART WREATH DECORATION WITH BELL,2158,2662.98,168,26,7,1.25,2011-06-02 09:04:00,2011-12-04 12:31:00,12.845238095238095
22707,WRAP MONSTER FUN,2157,905.94,83,54,8,0.42,2010-05-27 15:28:00,2011-12-02 10:22:00,25.987951807228917
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2153,3539.8499999999995,270,30,9,1.65,2011-05-10 08:58:00,2011-12-04 15:00:00,7.974074074074074
23176,ABC TREASURE BOOK BOX,2153,4659.09,221,40,17,2.25,2011-03-02 12:10:00,2011-12-04 13:32:00,9.7420814479638
16043,POP ART PUSH DOWN RUBBER,2145,180.29999999999998,13,11,2,0.42,2009-12-16 13:23:00,2011-06-09 19:33:00,165.0
35924,HANGING FAIRY CAKE DECORATION,2144,4003.17,181,74,8,2.1,2009-12-07 18:02:00,2011-11-22 16:47:00,11.845303867403315
21397,BLUE  SPOTTY EGG CUP,2143,1995.8799999999999,178,57,5,1.25,2009-12-09 09:51:00,2011-05-09 16:30:00,12.039325842696629
21206,STRAWBERRY HONEYCOMB  GARLAND,2143,3048.1,237,88,8,1.65,2009-12-07 13:48:00,2011-11-23 13:34:00,9.042194092827005
23035,DRAWER KNOB CERAMIC IVORY,2141,3114.6099999999997,184,25,8,1.45,2011-06-14 13:15:00,2011-12-04 12:44:00,11.63586956521739
22753,SMALL YELLOW BABUSHKA NOTEBOOK,2140,1864.9499999999998,381,64,10,0.85,2010-08-08 10:55:00,2011-12-04 15:28:00,5.616797900262467
21192,WHITE BELL HONEYCOMB PAPER,2139,3807.3999999999996,209,66,3,1.65,2009-12-07 18:02:00,2011-11-27 13:26:00,10.23444976076555
21866,UNION JACK FLAG LUGGAGE TAG,2126,3525.25,437,97,6,1.25,2009-12-07 10:51:00,2011-12-02 16:39:00,4.864988558352403
22948,METAL DECORATION NAUGHTY CHILDREN,2124,2118.9,176,55,7,0.85,2010-09-16 09:54:00,2011-12-02 10:23:00,12.068181818181818
23241,TREASURE TIN GYMKHANA DESIGN,2124,4539.17,348,26,16,2.08,2011-06-08 12:49:00,2011-12-04 14:55:00,6.103448275862069
23247,BISCUIT TIN 50'S CHRISTMAS,2122,6464.37,296,24,13,2.89,2011-06-08 13:09:00,2011-12-04 16:08:00,7.168918918918919
47593B,SCOTTIE DOGS BABY BIB,2122,1215.18,347,88,10,0.83,2010-01-19 14:16:00,2011-12-02 16:39:00,6.115273775216139
90167,BEADED LOVE HEART JEWELLERY SET,2121,1733.1699999999998,103,39,4,0.85,2009-12-07 12:19:00,2010-12-05 11:10:00,20.59223300970874
22692,DOORMAT WELCOME TO OUR HOME,2121,15816.93,597,71,16,7.95,2010-06-28 13:53:00,2011-12-04 13:54:00,3.5527638190954773
21224,SET/4 SKULL BADGES,2119,2630.63,300,95,9,1.25,2009-12-07 13:24:00,2011-12-02 16:39:00,7.0633333333333335
84989A,75 GREEN FAIRY CAKE CASES,2114,1087.8700000000001,147,60,6,0.55,2009-12-09 09:42:00,2011-11-27 16:27:00,14.380952380952381
21125,SET 6 FOOTBALL CELEBRATION CANDLES,2113,2195.25,241,88,15,1.25,2009-12-09 11:58:00,2011-12-02 14:26:00,8.767634854771785
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,2113,1946.55,194,78,5,0.85,2009-12-07 11:35:00,2011-12-02 16:14:00,10.891752577319588
22217,T-LIGHT HOLDER HANGING LACE,2111,2712.24,196,82,4,1.25,2009-12-09 14:48:00,2011-12-04 11:32:00,10.770408163265307
22315,200 RED + WHITE BENDY STRAWS,2111,2713.09,368,96,11,1.25,2009-12-09 15:20:00,2011-11-28 15:31:00,5.736413043478261
22994,TRAVEL CARD WALLET RETROSPOT,2109,918.37,211,42,7,0.42,2011-02-16 16:56:00,2011-12-04 14:09:00,9.995260663507109
23100,SILVER BELLS TABLE DECORATION,2099,2650.79,248,29,9,1.25,2011-05-11 11:57:00,2011-12-04 14:55:00,8.463709677419354
22073,RED RETROSPOT STORAGE JAR,2096,8352.89,465,70,16,3.75,2009-12-07 10:41:00,2011-05-04 13:17:00,4.50752688172043
85230B,CINNAMON SCENTED VOTIVE CANDLE,2096,554.0799999999999,67,45,6,0.29,2009-12-08 13:08:00,2011-11-30 08:38:00,31.28358208955224
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2096,6125.4400000000005,343,93,11,2.95,2009-12-09 13:44:00,2011-12-04 15:19:00,6.110787172011662
22261,FELT EGG COSY WHITE RABBIT,2094,2006.21,235,64,8,0.85,2009-12-07 18:02:00,2011-11-29 16:47:00,8.91063829787234
21677,HEARTS  STICKERS,2094,1826.6499999999999,270,84,6,0.85,2009-12-07 13:35:00,2011-12-01 12:53:00,7.7555555555555555
85049F,BABY BOOM RIBBONS,2093,2612.75,310,87,14,1.25,2009-12-08 12:38:00,2011-09-26 12:45:00,6.751612903225807
22337,ANGEL DECORATION PAINTED ZINC,2089,1297.8200000000002,136,35,10,0.65,2009-12-07 17:56:00,2011-12-02 12:52:00,15.360294117647058
85049B,LUSH GREENS RIBBONS,2087,2604.55,332,56,9,1.25,2009-12-07 13:48:00,2011-01-26 14:19:00,6.286144578313253
22420,LIPSTICK PEN BABY PINK,2085,999.73,227,68,8,0.42,2010-05-07 13:58:00,2011-12-01 13:08:00,9.185022026431717
17091A,LAVENDER INCENSE IN TIN,2084,1284.6399999999999,116,58,5,1.25,2009-12-09 14:48:00,2011-05-18 11:58:00,17.96551724137931
22099,CARAVAN SQUARE TISSUE BOX,2084,1531.97,281,89,11,1.25,2009-12-07 17:56:00,2011-12-04 13:59:00,7.4163701067615655
22231,JIGSAW TREE WITH BIRDHOUSE,2082,2645.95,292,90,14,1.45,2009-12-10 15:45:00,2011-12-04 15:19:00,7.13013698630137
22587,FELTCRAFT HAIRBAND RED AND BLUE,2073,1801.8,294,78,8,0.85,2010-03-10 10:01:00,2011-12-02 16:39:00,7.051020408163265
21241,GREEN SPOTTY CUP,2070,1760.0,253,43,12,0.85,2009-12-07 17:56:00,2010-10-12 12:59:00,8.181818181818182
22565,FELTCRAFT HAIRBANDS PINK AND WHITE,2069,1875.26,270,80,8,0.85,2010-03-10 11:46:00,2011-12-02 16:39:00,7.662962962962963
21107,CREAM SLICE FLANNEL PINK SPOT,2062,5975.280000000001,297,86,12,2.95,2009-12-07 10:21:00,2011-12-01 11:18:00,6.942760942760943
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2062,1752.3999999999999,238,33,10,0.83,2011-04-21 08:43:00,2011-12-04 12:44:00,8.663865546218487
22896,PEG BAG APPLES DESIGN,2059,5162.94,360,62,10,2.55,2010-09-26 14:01:00,2011-12-04 14:51:00,5.719444444444444
22357,KINGS CHOICE BISCUIT TIN,2056,9273.76,453,96,14,4.25,2010-01-07 11:31:00,2011-12-02 16:39:00,4.5386313465783665
22586,FELTCRAFT HAIRBAND PINK AND BLUE,2055,1782.4799999999998,285,77,9,0.85,2010-03-10 09:30:00,2011-12-02 16:39:00,7.2105263157894735
23002,TRAVEL CARD WALLET SKULLS,2055,885.03,184,42,2,0.42,2011-02-16 16:56:00,2011-12-04 13:15:00,11.168478260869565
21159,MOODY BOY  DOOR HANGER,2054,1392.26,238,85,4,1.45,2009-12-07 13:45:00,2011-12-01 13:08:00,8.630252100840336
85118,HEART T-LIGHT HOLDER,2054,1133.68,81,39,3,1.25,2009-12-07 18:02:00,2011-01-17 17:57:00,25.358024691358025
23333,IVORY WICKER HEART MEDIUM,2052,2649.2,225,17,6,1.25,2011-08-08 14:37:00,2011-12-04 12:17:00,9.12
16169K,WRAP FOLK ART,2050,648.25,59,33,4,0.42,2009-12-14 10:49:00,2011-09-28 16:07:00,34.74576271186441
21747,SMALL SKULL WINDMILL,2047,2448.53,151,67,5,1.25,2009-12-09 11:58:00,2011-11-30 14:00:00,13.556291390728477
84030E,ENGLISH ROSE HOT WATER BOTTLE,2047,8742.07,473,64,12,4.25,2009-12-11 15:40:00,2011-12-04 13:00:00,4.3276955602537
22364,GLASS JAR DIGESTIVE BISCUITS,2045,6452.18,332,85,12,2.95,2010-03-15 17:29:00,2011-12-01 19:54:00,6.159638554216867
21143,ANTIQUE GLASS HEART DECORATION,2044,4058.6499999999996,176,39,4,1.95,2009-12-07 13:49:00,2011-08-22 14:38:00,11.613636363636363
23366,SET 12 COLOURING PENCILS DOILY,2043,1520.8500000000001,179,11,10,0.65,2011-09-22 11:46:00,2011-12-04 13:45:00,11.41340782122905
22922,FRIDGE MAGNETS US DINER ASSORTED,2043,1758.0,110,41,12,0.85,2010-11-19 14:30:00,2011-12-02 10:23:00,18.572727272727274
85040A,S/4 PINK FLOWER CANDLES IN BOWL,2042,3583.2,387,97,10,1.65,2009-12-09 09:42:00,2011-12-04 13:32:00,5.276485788113695
23292,SPACEBOY CHILDRENS CUP,2040,2530.55,208,25,15,1.25,2011-06-13 16:33:00,2011-12-02 16:39:00,9.807692307692308
22550,HOLIDAY FUN LUDO,2039,7579.84,417,86,17,3.75,2010-03-25 13:41:00,2011-12-04 14:15:00,4.889688249400479
16169M,WRAP DAISY CARPET,2035,630.45,58,42,4,0.42,2010-01-26 11:32:00,2011-12-02 10:22:00,35.08620689655172
22076,6 RIBBONS EMPIRE,2034,3287.5199999999995,349,96,10,1.65,2009-12-07 15:42:00,2011-12-04 14:55:00,5.828080229226361
23145,ZINC T-LIGHT HOLDER STAR LARGE,2034,1929.7199999999998,164,33,10,0.95,2011-04-21 10:52:00,2011-12-04 10:53:00,12.402439024390244
22293,HANGING CHICK GREEN DECORATION,2033,2857.16,224,70,5,1.45,2009-12-09 14:16:00,2011-11-22 11:18:00,9.075892857142858
10125,MINI FUNKY DESIGN TAPES,2024,1647.78,158,69,6,0.85,2009-12-07 12:19:00,2011-12-04 12:08:00,12.810126582278482
21805,WHITE CHRISTMAS TREE DECORATION,2023,870.87,92,23,3,0.42,2009-12-08 13:27:00,2010-11-21 11:58:00,21.98913043478261
23177,TREASURE ISLAND BOOK BOX,2022,4495.16,258,40,16,2.25,2011-03-02 12:10:00,2011-12-04 12:29:00,7.837209302325581
21070,VINTAGE BILLBOARD MUG,2020,2058.59,223,91,6,1.25,2009-12-07 18:02:00,2011-11-29 15:33:00,9.058295964125561
85131A,BEADED PEARL HEART WHITE ON STICK,2019,1611.73,198,65,4,0.83,2009-12-18 14:22:00,2011-10-30 15:55:00,10.196969696969697
22747,POPPY'S PLAYHOUSE BATHROOM,2016,4440.02,394,61,15,2.1,2010-09-24 16:50:00,2011-12-04 14:51:00,5.116751269035533
23101,SILVER STARS TABLE DECORATION,2016,1725.55,210,27,10,0.83,2011-05-12 12:01:00,2011-12-04 14:55:00,9.6
84754,S/15 SILVER GLASS BAUBLES IN BAG,2015,2549.59,208,47,4,1.25,2009-12-07 12:32:00,2011-09-23 13:11:00,9.6875
85049H,URBAN BLACK RIBBONS,2014,2014.78,321,88,11,1.25,2009-12-07 18:02:00,2011-12-02 16:39:00,6.274143302180685
22264,FELT FARM ANIMAL WHITE BUNNY,2013,1150.59,167,53,7,0.85,2009-12-14 18:37:00,2011-10-24 17:03:00,12.053892215568862
21587,COSY HOUR GIANT TUBE MATCHES,2012,5022.599999999999,248,39,3,2.55,2009-12-07 11:40:00,2011-10-18 10:53:00,8.112903225806452
22262,FELT EGG COSY CHICKEN,2011,1925.9299999999998,300,82,8,0.85,2009-12-07 18:02:00,2011-12-01 16:22:00,6.703333333333333
22949,36 DOILIES DOLLY GIRL,2009,2855.27,176,56,14,1.45,2010-09-19 12:15:00,2011-11-29 12:09:00,11.414772727272727
37444B,BLUE BREAKFAST CUP AND SAUCER,2008,403.7,27,20,3,2.95,2009-12-14 18:37:00,2011-03-28 12:23:00,74.37037037037037
22187,GREEN CHRISTMAS TREE CARD HOLDER,2005,6315.59,342,45,6,4.25,2009-12-07 11:55:00,2011-12-02 10:08:00,5.862573099415204
35160,BUDDHA INCENSE HOLDER ASSORTED,2003,1466.11,50,34,2,0.85,2009-12-08 12:54:00,2010-10-12 16:53:00,40.06
22134,MINI LADLE LOVE HEART RED,2002,907.16,284,94,9,0.83,2009-12-07 12:26:00,2011-12-01 16:22:00,7.049295774647887
23256,CHILDRENS CUTLERY SPACEBOY,2001,8197.95,352,35,19,4.15,2011-04-07 11:30:00,2011-12-04 15:35:00,5.684659090909091
21873,IF YOU CAN'T STAND THE HEAT MUG,2000,2339.21,190,80,5,1.25,2009-12-08 14:56:00,2011-12-01 18:43:00,10.526315789473685
85132C,CHARLIE AND LOLA FIGURES TINS,2000,5415.04,299,65,10,5.79,2009-12-07 13:49:00,2011-09-02 09:38:00,6.688963210702341
22604,SET OF 4 NAPKIN CHARMS CUTLERY,2000,4894.99,241,59,9,2.55,2010-07-23 12:02:00,2011-12-04 15:19:00,8.298755186721992
20653,CHERRY BLOSSOM LUGGAGE TAG,1999,518.67,78,44,5,1.25,2010-01-08 11:16:00,2011-11-28 15:54:00,25.628205128205128
23434,3 RAFFIA RIBBONS 50'S CHRISTMAS,1999,1805.93,188,13,8,0.79,2011-09-11 10:58:00,2011-12-04 12:48:00,10.632978723404255
85230A,OPIUM SCENTED VOTIVE CANDLE,1992,497.03999999999996,48,37,3,0.29,2009-12-13 11:34:00,2011-12-02 12:52:00,41.5
