StockCode,returned_units,return_rows,return_invoices
23225,84.0,4,4
16162M,84.0,1,1
22727,84.0,33,32
72789,84.0,3,3
35966,84.0,2,2
21898,83.0,1,1
47504J,83.0,4,4
85179B,83.0,2,2
22606,83.0,18,18
21440,83.0,3,3
85063,82.0,39,39
35979,82.0,3,3
72814,82.0,3,3
21056,82.0,4,4
20940,82.0,3,3
72023F,82.0,2,2
21652,82.0,5,5
90209C,81.0,4,4
22778,81.0,21,21
22980,81.0,6,6
71406B,81.0,1,1
23288,81.0,5,5
21719,81.0,1,1
22361,81.0,29,29
35648,81.0,4,4
84469,80.0,1,1
22128,80.0,4,4
84976,80.0,3,3
84770,80.0,9,9
20839,80.0,1,1
21692,80.0,3,3
21533,80.0,32,32
85193S,80.0,1,1
23348,80.0,9,9
21826,80.0,8,8
35810A,79.0,2,2
23064,79.0,11,11
20672,79.0,1,1
21218,79.0,27,27
20981,79.0,7,7
35840,79.0,2,2
22098,79.0,7,7
84422,79.0,3,3
22623,79.0,9,9
17084J,79.0,1,1
21259,78.0,18,18
85103,78.0,6,6
22582,78.0,4,4
21153,78.0,4,4
84032B,78.0,8,8
22586,78.0,3,3
23006,78.0,5,5
22997,78.0,8,8
22851,78.0,4,4
85136A,78.0,2,2
21486,78.0,2,2
22109,78.0,18,18
79336,77.0,2,2
35809B,77.0,2,2
22319,77.0,8,8
20652,77.0,2,2
22942,77.0,13,13
23275,77.0,4,4
84279B,77.0,11,11
20787,77.0,3,3
85135C,76.0,4,4
BANK CHARGES,76.0,66,62
22452,76.0,4,4
21348,76.0,6,6
85129A,76.0,3,3
22968,76.0,15,15
72740B,76.0,1,1
16255,76.0,1,1
22525,76.0,5,5
22524,76.0,4,4
37447,76.0,29,29
21912,76.0,3,3
72760B,76.0,7,7
22276,76.0,7,7
21319,76.0,5,5
84913A,75.0,1,1
21144,75.0,2,2
22978,75.0,12,12
22439,75.0,5,5
21198,75.0,3,3
85098B,75.0,8,8
21390,75.0,4,4
35818B,75.0,2,2
35630B,75.0,1,1
21684,75.0,3,3
16161U,75.0,3,3
16169G,75.0,1,1
23230,75.0,3,3
85023B,74.0,3,3
21004,74.0,2,2
22274,74.0,8,8
22941,74.0,26,26
82567,74.0,2,2
20824,74.0,1,1
20863,74.0,3,3
22232,74.0,8,8
21801,74.0,2,2
21788,73.0,6,6
21122,73.0,4,4
23035,73.0,3,3
21532,73.0,9,9
85049B,73.0,1,1
85117,73.0,2,2
21156,73.0,16,16
23208,73.0,4,4
84520B,73.0,2,2
22936,72.0,1,1
47570B,72.0,2,2
22616,72.0,3,3
23120,72.0,2,2
22326,72.0,26,26
22935,72.0,1,1
44217M,72.0,2,2
21955,72.0,6,6
17012B,72.0,2,2
84212,72.0,1,1
22649,72.0,42,42
22254,72.0,7,7
84251B,72.0,2,2
84467,72.0,3,3
84657,72.0,1,1
22943,72.0,18,18
22693,72.0,2,2
21324,72.0,4,4
21875,71.0,10,10
72084B,71.0,1,1
20731,71.0,2,2
20862,71.0,2,2
22629,71.0,14,14
84569D,71.0,2,2
85197,71.0,2,2
85162C,71.0,2,2
21010,71.0,2,2
20886,71.0,2,2
20961,71.0,2,2
85044,71.0,6,6
84985A,71.0,2,2
84497,71.0,1,1
20941,71.0,6,6
22548,70.0,1,1
85084,70.0,3,3
22342,70.0,6,6
21529,70.0,6,6
84548,70.0,1,1
35978,70.0,2,2
22726,70.0,26,24
48173C,70.0,6,6
84987,70.0,6,6
15058B,70.0,6,6
22186,70.0,8,8
21714,70.0,11,11
22700,70.0,5,5
84792,69.0,8,8
84224,69.0,1,1
21397,69.0,2,2
22966,69.0,4,4
22665,69.0,19,19
84482,69.0,4,4
22993,68.0,9,9
71053,68.0,19,19
85125,68.0,2,2
85119,68.0,5,5
84970L,68.0,4,4
22662,68.0,10,10
22347,68.0,1,1
18094C,68.0,2,2
37345,68.0,1,1
22557,68.0,9,9
37379B,67.0,2,2
35949,67.0,1,1
35645,67.0,1,1
22218,67.0,13,13
82607C,67.0,1,1
72772,67.0,1,1
23131,67.0,4,4
85065,67.0,11,11
21807,67.0,4,4
21899,67.0,5,5
22379,67.0,8,8
22668,67.0,6,6
20659,67.0,1,1
21291,67.0,5,5
20692,66.0,3,3
72234,66.0,1,1
84746,66.0,1,1
22482,66.0,1,1
85040B,66.0,9,9
35096B,66.0,1,1
35594,66.0,3,3
21491,66.0,6,6
22352,65.0,18,18
90185B,65.0,6,6
72801E,65.0,2,2
22059,65.0,21,21
23494,65.0,11,11
20669,65.0,2,2
22458,65.0,1,1
20703,65.0,16,16
21927,65.0,12,12
22939,64.0,3,3
21530,64.0,10,10
23108,64.0,18,18
20857,64.0,4,4
23198,64.0,14,14
84614C,64.0,2,2
85200,64.0,3,3
85206B,64.0,4,4
84988,64.0,3,3
16169H,64.0,1,1
84686,64.0,4,4
21845,64.0,11,11
40018F,64.0,5,5
22580,64.0,7,7
23309,64.0,4,4
22330,63.0,2,2
21018,63.0,1,1
22893,63.0,6,6
22766,63.0,20,20
22926,63.0,7,7
85192S,63.0,1,1
23083,63.0,3,3
22125,63.0,3,3
47574A,63.0,2,2
35815P,63.0,1,1
22567,63.0,11,11
21667,62.0,15,15
72754A,62.0,1,1
15060B,62.0,8,8
72750B,62.0,4,4
21383,62.0,5,5
22744,62.0,4,4
22445,62.0,1,1
22295,62.0,5,5
22215,62.0,30,30
22233,62.0,9,9
21934,61.0,2,2
84340,61.0,1,1
22358,61.0,13,13
72816,61.0,3,3
22089,61.0,2,2
22079,61.0,5,5
23154,61.0,3,3
22043,61.0,3,3
72781,61.0,3,3
22253,61.0,1,1
90110,61.0,1,1
21664,61.0,4,4
35973,61.0,1,1
84625D,61.0,5,5
85080,61.0,1,1
84902,61.0,2,2
22906,61.0,2,2
22622,61.0,6,6
17011A,61.0,1,1
21260,61.0,7,7
22377,60.0,5,5
85113,60.0,1,1
85231A,60.0,1,1
21752,60.0,7,7
22029,60.0,2,2
22938,60.0,4,4
21626,60.0,12,12
85096,60.0,2,2
85129C,60.0,2,2
71431,60.0,1,1
23077,60.0,3,3
21143,60.0,7,7
23118,60.0,19,19
21506,60.0,4,4
23158,60.0,3,3
21114,60.0,5,5
23212,60.0,3,3
90191,60.0,1,1
82607A,60.0,8,8
84439B,60.0,1,1
17109A,60.0,1,1
20943,60.0,2,2
23354,60.0,3,3
79072,59.0,10,10
35908C,59.0,1,1
84352,59.0,7,7
21422,59.0,3,3
23206,59.0,13,13
22847,59.0,37,37
84876B,59.0,1,1
84625B,59.0,2,2
21587,59.0,2,2
22927,59.0,9,9
21395,58.0,5,5
82607E,58.0,4,4
23221,58.0,4,3
84917,58.0,2,2
85167A,58.0,2,2
22082,58.0,5,5
35965,58.0,3,3
35824C,58.0,1,1
21312,58.0,4,4
23251,58.0,5,5
20878,58.0,1,1
20684,58.0,7,7
22468,58.0,6,6
21746,58.0,9,9
22730,58.0,14,14
20718,58.0,9,9
22725,57.0,16,15
21825,57.0,3,3
90102,57.0,1,1
79023B,57.0,1,1
21394,57.0,5,5
16151A,57.0,2,2
22712,57.0,5,5
22722,57.0,14,14
44228,57.0,2,2
22299,57.0,5,5
20682,57.0,19,19
DCGSLGIRL,57.0,1,1
21777,56.0,11,11
72750A,56.0,2,2
23028,56.0,4,4
84676,56.0,11,11
17013E,56.0,1,1
21623,56.0,13,13
21618,56.0,2,2
51020B,55.0,3,3
20892,55.0,10,10
22091,55.0,4,4
23249,55.0,7,7
22258,55.0,3,3
35969,55.0,2,2
46000U,55.0,2,2
21437,55.0,4,4
90108,55.0,2,2
21040,55.0,3,3
22669,55.0,2,2
84969,55.0,6,6
85033G,55.0,4,4
21976,55.0,4,4
21827,55.0,2,2
84926C,55.0,3,3
23163,55.0,2,2
82484,55.0,25,25
84760L,54.0,1,1
84899F,54.0,2,2
85136B,54.0,4,4
84841,54.0,1,1
84625A,54.0,5,5
84447,54.0,1,1
82577,54.0,1,1
48116,54.0,4,4
72127,54.0,2,2
23168,54.0,18,18
79328,54.0,2,2
45008C,53.0,2,2
22728,53.0,18,17
21043,53.0,3,3
85016,53.0,3,3
84766,53.0,5,5
84908B,53.0,1,1
20752,53.0,5,5
22426,53.0,9,9
84499,53.0,3,3
84584,53.0,2,2
21839,53.0,3,3
84839,53.0,12,12
84623,53.0,2,2
84536B,52.0,3,3
84250M,52.0,2,2
22602,52.0,3,3
21349,52.0,3,3
22797,52.0,17,17
22393,52.0,3,3
47021G,52.0,1,1
22229,52.0,7,7
23462,52.0,13,13
20973,52.0,5,5
21335,52.0,7,7
35241,52.0,7,7
35603C,52.0,1,1
21239,52.0,9,9
84748,52.0,1,1
84840,52.0,4,4
22798,52.0,22,22
22894,52.0,2,2
84578,52.0,1,1
21896,52.0,6,6
23173,52.0,13,13
37343,52.0,2,2
21726,52.0,2,2
21718,52.0,5,5
21612,52.0,2,2
22654,52.0,25,25
84684,52.0,2,2
22806,52.0,2,2
72799F,51.0,2,2
21484,51.0,4,4
90185D,51.0,3,3
22220,51.0,27,27
90171,51.0,1,1
90194,51.0,1,1
23287,51.0,2,2
23232,51.0,3,3
48138,51.0,13,13
47598,51.0,3,3
79140,51.0,3,3
22055,51.0,19,19
23110,51.0,28,28
22367,51.0,13,13
84641,51.0,1,1
21202,51.0,3,3
22890,51.0,26,26
22856,51.0,3,3
22781,51.0,15,15
22429,51.0,22,22
22741,51.0,3,3
85049A,51.0,6,6
22494,51.0,13,13
21717,51.0,3,3
85136C,51.0,4,4
90010B,51.0,2,2
20897,50.0,4,4
21488,50.0,1,1
90195A,50.0,3,3
90188,50.0,1,1
72801G,50.0,2,2
21646,50.0,1,1
22406,50.0,4,4
21167,50.0,1,1
90087,50.0,2,2
21446,50.0,1,1
21146,50.0,3,3
20989,50.0,2,2
17084F,50.0,1,1
84450B,50.0,1,1
85126,50.0,7,7
35793,50.0,1,1
23240,50.0,17,17
22706,50.0,2,2
22711,50.0,2,2
21469,50.0,3,3
90112,50.0,2,2
21109,50.0,2,2
21583,50.0,1,1
72709,50.0,1,1
22704,50.0,2,2
23146,50.0,22,22
22488,49.0,17,17
22211,49.0,2,2
21204,49.0,2,2
47422,49.0,3,3
22995,49.0,3,3
22072,49.0,25,25
22263,49.0,1,1
21124,49.0,3,3
22362,49.0,13,13
84798A,49.0,2,2
84680,49.0,3,3
85211,49.0,6,6
21589,49.0,3,3
23286,49.0,3,3
22545,49.0,2,2
21641,49.0,1,1
21333,49.0,11,11
84458,48.0,2,2
23078,48.0,2,2
21137,48.0,8,8
84596B,48.0,3,3
21123,48.0,2,2
21285,48.0,3,3
22857,48.0,1,1
21983,48.0,2,2
22809,48.0,5,5
23226,48.0,1,1
90107,48.0,1,1
17014B,48.0,1,1
85230G,48.0,1,1
21844,48.0,25,25
21755,48.0,14,13
22353,48.0,7,7
21540,48.0,11,11
16219,48.0,1,1
22291,48.0,2,2
23267,48.0,1,1
22325,48.0,16,16
23029,48.0,9,9
22357,48.0,18,18
22816,48.0,2,2
21357,48.0,1,1
21284,48.0,3,3
17096,48.0,2,2
20802,48.0,4,4
75131,48.0,1,1
90088,48.0,3,3
21199,48.0,1,1
22093,48.0,2,2
22537,48.0,1,1
21307,48.0,2,2
22530,48.0,2,2
21611,48.0,3,3
20804,48.0,1,1
47351B,48.0,1,1
15058A,47.0,7,7
85054,47.0,6,6
22144,47.0,5,5
21288,47.0,3,3
22946,47.0,15,15
16202E,47.0,2,2
23433,47.0,3,3
17011C,47.0,1,1
23263,47.0,5,5
21412,47.0,4,4
22286,47.0,1,1
84389,47.0,1,1
21613,47.0,1,1
22424,47.0,26,26
22854,46.0,7,7
21332,46.0,6,6
51012L,46.0,2,2
23247,46.0,5,5
21865,46.0,2,2
21609,46.0,1,1
22625,46.0,22,22
21808,46.0,5,4
84989A,46.0,4,4
35923,46.0,4,4
84615,46.0,2,2
21730,46.0,22,21
84782B,46.0,1,1
71143,46.0,3,3
20620,46.0,2,2
84715,46.0,2,2
21275,46.0,10,10
72752D,46.0,1,1
22192,45.0,19,19
17013B,45.0,1,1
17013A,45.0,1,1
84875A,45.0,2,2
23176,45.0,10,10
22421,45.0,5,5
72606A,45.0,2,2
22255,45.0,5,5
84546,45.0,1,1
84595B,45.0,1,1
21240,45.0,7,7
22777,45.0,7,7
72815,45.0,5,5
22230,45.0,8,8
22196,45.0,10,10
22065,45.0,15,15
22380,45.0,8,8
35980C,45.0,2,2
22636,45.0,24,24
23144,44.0,3,3
22653,44.0,4,4
84029C,44.0,1,1
20985,44.0,6,6
37493D,44.0,1,1
84750B,44.0,6,6
22193,44.0,19,19
35817P,44.0,1,1
72754B,44.0,1,1
84801B,44.0,1,1
85186C,44.0,2,2
21092,44.0,3,3
22440,44.0,4,4
84908A,44.0,2,2
85040A,44.0,17,17
20683,44.0,1,1
21548,44.0,5,5
45007B,43.0,1,1
20935,43.0,2,2
35649,43.0,1,1
72740A,43.0,1,1
84678,43.0,5,5
79071A,43.0,1,1
22060,43.0,14,14
21452,43.0,19,19
35915C,43.0,1,1
22608,43.0,2,2
35833G,43.0,1,1
71101A,43.0,1,1
84817,43.0,7,7
84581,43.0,2,2
20660,43.0,1,1
84877A,43.0,2,2
21585,43.0,1,1
85159A,43.0,8,8
22688,42.0,1,1
21283,42.0,3,3
90025B,42.0,1,1
84796B,42.0,2,2
21832,42.0,5,5
22343,42.0,2,2
16169N,42.0,1,1
21242,42.0,6,6
84721,42.0,1,1
21208,42.0,5,5
22041,42.0,5,5
22655,42.0,12,12
21632,42.0,2,2
22025,42.0,2,2
21215,42.0,1,1
10134,41.0,3,3
21645,41.0,5,5
47503A,41.0,3,3
22687,41.0,1,1
21000,41.0,1,1
22081,41.0,3,3
21364,41.0,3,3
79302M,41.0,2,2
20783,41.0,5,5
21450,41.0,2,2
20888,41.0,1,1
22587,41.0,1,1
84665,41.0,6,6
84932A,41.0,2,2
21638,41.0,2,2
85129D,41.0,2,2
21793,40.0,1,1
16052,40.0,2,2
20898,40.0,3,3
16020C,40.0,3,3
21448,40.0,1,1
84249D,40.0,3,3
22212,40.0,15,15
37490D,40.0,1,1
22555,40.0,8,8
21687,40.0,2,2
21894,40.0,1,1
84706E,40.0,1,1
20618,40.0,1,1
22737,40.0,2,2
35638A,40.0,1,1
20773,40.0,4,4
84450A,40.0,2,2
21723,40.0,1,1
85144,40.0,3,3
22767,40.0,20,20
84837,40.0,2,2
20675,40.0,9,9
16240,40.0,1,1
23209,40.0,11,11
47589,40.0,8,8
17014F,40.0,2,2
85159B,39.0,14,14
17011E,39.0,1,1
22412,39.0,2,2
21906,39.0,9,9
21754,39.0,20,20
23321,39.0,4,4
85185E,39.0,2,2
21911,39.0,2,2
37492A,39.0,2,2
21683,39.0,2,2
22656,39.0,15,15
84968E,39.0,2,2
22359,39.0,14,14
22275,39.0,5,5
22466,39.0,6,6
23000,39.0,4,4
85028S,39.0,3,3
22940,39.0,7,7
20751,38.0,4,4
21803,38.0,1,1
84032A,38.0,5,5
84952C,38.0,1,1
90002E,38.0,3,3
84569B,38.0,3,3
84925A,38.0,1,1
23358,38.0,2,2
84536A,38.0,2,2
21582,38.0,1,1
21321,38.0,4,4
22768,38.0,27,27
21363,38.0,10,10
84630,38.0,1,1
21627,38.0,3,3
22965,38.0,5,5
84010,38.0,1,1
21553,38.0,3,3
90173,38.0,3,3
85081,38.0,1,1
22167,38.0,17,16
84533B,38.0,1,1
21209,37.0,7,7
85166A,37.0,2,2
21216,37.0,18,18
21323,37.0,2,2
84782A,37.0,8,8
17011B,37.0,2,2
22801,37.0,21,21
20889,37.0,1,1
90200C,37.0,3,3
22408,37.0,2,2
22176,37.0,5,5
22891,37.0,24,24
22650,37.0,7,7
21531,37.0,21,21
79338,37.0,1,1
37493B,37.0,1,1
23194,37.0,8,8
22430,37.0,9,9
90027A,37.0,1,1
90090,37.0,3,2
21247,37.0,2,2
84947,37.0,12,12
22279,37.0,2,2
22862,37.0,3,3
22718,36.0,3,3
84681,36.0,1,1
21850,36.0,1,1
23302,36.0,5,5
85086A,36.0,2,2
21485,36.0,12,12
84828,36.0,2,2
85035B,36.0,1,1
23380,36.0,2,2
23119,36.0,2,2
84575B,36.0,1,1
22349,36.0,11,11
21705,36.0,6,6
17181,36.0,2,2
84519D,36.0,1,1
90058A,36.0,1,1
35933,36.0,2,2
35603B,36.0,2,2
84255B,36.0,2,2
35600D,36.0,1,1
35763,36.0,1,1
90058B,36.0,1,1
85017D,36.0,1,1
22610,36.0,1,1
37493C,36.0,1,1
90116,36.0,2,2
22631,36.0,8,8
22407,36.0,1,1
85030,36.0,4,4
22576,36.0,2,2
21677,36.0,3,3
22228,35.0,7,7
21188,35.0,2,2
84631,35.0,5,5
23324,35.0,2,2
21734,35.0,5,5
21872,35.0,5,5
84796A,35.0,1,1
21478,35.0,2,2
22729,35.0,19,18
21300,35.0,4,4
21303,35.0,7,7
47503H,35.0,3,3
37492D,35.0,2,2
75172,35.0,1,1
22179,35.0,11,11
85183B,35.0,3,3
47503E,35.0,2,2
20883,35.0,1,1
21352,34.0,5,5
84932C,34.0,2,2
84977,34.0,1,1
23075,34.0,6,6
84968A,34.0,4,4
85124A,34.0,4,4
84948,34.0,3,3
21691,34.0,1,1
20877,34.0,1,1
21359,34.0,5,5
21932,34.0,4,4
22046,34.0,2,2
22731,34.0,2,2
35632A,34.0,1,1
84531A,34.0,1,1
22972,34.0,8,8
21116,34.0,2,2
21636,34.0,2,2
22663,34.0,3,3
22409,34.0,7,7
85027L,34.0,3,3
35922,34.0,2,2
84226,34.0,1,1
20895,34.0,1,1
90185C,34.0,8,8
20903,34.0,2,2
15058C,34.0,3,3
90203,34.0,2,2
17160,34.0,1,1
21559,34.0,19,19
23347,34.0,3,3
79190A,34.0,3,3
22454,34.0,3,3
72351A,34.0,5,5
22597,34.0,2,2
84622,34.0,2,2
90180A,33.0,2,2
22519,33.0,4,4
22177,33.0,11,11
84966A,33.0,2,2
20617,33.0,1,1
84247N,33.0,3,3
35962,33.0,2,2
21020,33.0,1,1
35811A,33.0,2,2
16202C,33.0,2,2
20754,33.0,6,6
85092,33.0,2,2
21715,33.0,2,2
22227,33.0,6,6
85194L,33.0,5,5
21361,33.0,15,15
23395,33.0,6,6
90065A,33.0,2,2
35631B,33.0,2,2
21282,33.0,3,3
85086B,33.0,1,1
23048,33.0,5,5
AMAZONFEE,33.0,33,33
23252,33.0,7,7
23112,33.0,19,19
84782C,33.0,6,6
23236,33.0,17,17
22474,32.0,1,1
35916C,32.0,1,1
62095B,32.0,1,1
21054,32.0,2,2
20801,32.0,2,2
22021,32.0,2,2
90011B,32.0,1,1
84313B,32.0,1,1
21545,32.0,3,3
21528,32.0,23,23
22859,32.0,6,6
84510F,32.0,3,3
17084A,32.0,1,1
20851,32.0,2,2
84803A,32.0,2,2
23293,32.0,5,5
79191B,32.0,5,5
21908,32.0,4,4
23412,32.0,2,2
72697A,32.0,1,1
72715,32.0,2,2
22323,32.0,5,5
84916,32.0,1,1
72780,32.0,2,2
21489,32.0,3,3
90185A,32.0,4,4
22415,31.0,1,1
84459B,31.0,2,2
84455,31.0,1,1
21549,31.0,5,5
21518,31.0,1,1
21556,31.0,5,5
84609,31.0,2,2
72753D,31.0,3,3
35937,31.0,1,1
35537,31.0,2,2
21360,31.0,3,3
37477C,31.0,1,1
21425,31.0,8,8
ADJUST,31.0,31,31
21195,31.0,2,2
22184,31.0,13,13
20983,31.0,5,5
84797B,31.0,4,4
84845C,31.0,4,4
21097,31.0,2,2
85227,30.0,3,3
21536,30.0,8,8
85116,30.0,2,2
20828,30.0,5,5
35992,30.0,1,1
20818,30.0,1,1
90002C,30.0,2,2
22680,30.0,2,2
37479B,30.0,1,1
22994,30.0,6,6
22771,30.0,4,4
22381,30.0,10,10
20890,30.0,1,1
84762A,30.0,5,5
20701,30.0,2,2
23152,30.0,4,4
17129C,30.0,1,1
21680,30.0,1,1
90095,30.0,2,2
21389,30.0,6,6
84816,30.0,9,9
22518,30.0,1,1
20870,30.0,2,2
20693,30.0,3,3
23022,30.0,2,2
48187,30.0,7,7
84920,30.0,2,2
79142,30.0,1,1
21438,30.0,2,2
84760S,30.0,1,1
21706,30.0,5,5
84522,30.0,1,1
17013D,30.0,3,3
21814,30.0,1,1
20774,30.0,4,4
85085A,30.0,1,1
21070,30.0,2,2
84925C,29.0,1,1
23404,29.0,14,14
90026A,29.0,1,1
37476,29.0,3,3
85161,29.0,4,4
20982,29.0,6,6
84867A,29.0,1,1
22329,29.0,4,4
85014D,29.0,1,1
84877B,29.0,2,2
22848,29.0,11,11
85194S,29.0,3,3
20845,29.0,1,1
21874,29.0,12,12
84910A,29.0,2,2
84765,29.0,3,3
21480,29.0,2,2
22844,29.0,9,9
22840,29.0,21,21
22366,29.0,4,4
21298,29.0,8,8
90111,29.0,1,1
90100,29.0,2,2
21127,29.0,2,2
71038,29.0,9,9
84444C,29.0,1,1
85050,29.0,1,1
85028L,29.0,4,4
21895,29.0,3,3
21534,29.0,21,21
21837,29.0,3,3
84508B,29.0,2,2
21665,28.0,1,1
35900,28.0,1,1
90210D,28.0,1,1
37351,28.0,1,1
23103,28.0,3,3
21034,28.0,9,9
21200,28.0,1,1
20814,28.0,3,2
35591T,28.0,2,2
35085E,28.0,2,2
22209,28.0,3,3
84251J,28.0,1,1
22675,28.0,4,4
22925,28.0,6,6
22022,28.0,1,1
23082,28.0,6,6
21038,28.0,3,3
48189,28.0,2,2
23076,28.0,2,2
15044B,28.0,2,2
22846,28.0,19,19
22296,28.0,4,4
23239,28.0,9,9
79329,28.0,2,2
21910,28.0,2,2
47592A,28.0,1,1
16236,28.0,1,1
37501,28.0,9,9
21650,28.0,2,2
22331,28.0,7,7
22600,28.0,3,3
84872A,28.0,3,3
22774,28.0,4,4
20858,28.0,1,1
85049E,28.0,4,4
15039,27.0,4,4
84306,27.0,2,2
84985B,27.0,1,1
21584,27.0,3,3
84856L,27.0,1,1
84031A,27.0,4,4
90093,27.0,2,2
85035C,27.0,2,2
84795A,27.0,1,1
22627,27.0,15,15
22628,27.0,14,14
23242,27.0,3,3
22436,27.0,3,3
23296,27.0,6,6
85188A,27.0,2,2
22312,27.0,3,3
20965,27.0,1,1
21554,27.0,3,3
21846,27.0,3,3
84899E,27.0,2,2
23135,27.0,1,1
20931,27.0,9,9
84907,27.0,7,7
21744,27.0,2,2
21922,27.0,5,5
21552,27.0,4,4
82011C,27.0,1,1
SP1002,27.0,1,1
90128C,27.0,1,1
20904,27.0,1,1
21341,27.0,1,1
21897,27.0,3,3
35918B,26.0,4,4
20680,26.0,1,1
21615,26.0,1,1
22779,26.0,7,7
22308,26.0,2,2
20800,26.0,1,1
16243A,26.0,1,1
45013,26.0,2,2
20988,26.0,1,1
20944,26.0,1,1
84898F,26.0,2,2
22284,26.0,4,4
22508,26.0,8,8
21926,26.0,3,3
84031B,26.0,2,2
22957,26.0,4,4
90019C,26.0,1,1
82076,26.0,1,1
21590,26.0,2,2
22460,26.0,9,9
22270,26.0,7,7
22795,26.0,7,7
20994,26.0,1,1
22996,26.0,4,4
20980,26.0,3,3
22624,26.0,15,15
22309,26.0,2,2
23297,26.0,4,4
35824P,26.0,1,1
21414,26.0,3,3
21812,26.0,4,4
22290,26.0,2,2
85121B,26.0,7,7
22136,26.0,4,4
22039,25.0,1,1
16169K,25.0,1,1
90065B,25.0,1,1
22705,25.0,1,1
46137D,25.0,1,1
90115,25.0,1,1
21417,25.0,2,2
21495,25.0,1,1
20860,25.0,3,3
85033S,25.0,3,3
21893,25.0,2,2
22400,25.0,2,2
21588,25.0,3,3
21866,25.0,3,3
23233,25.0,1,1
21019,25.0,1,1
35941,25.0,1,1
17091F,25.0,1,1
22986,25.0,1,1
35940,25.0,1,1
37452A,25.0,1,1
22208,25.0,3,3
22425,25.0,5,5
21778,25.0,1,1
48194,25.0,7,7
21773,25.0,3,3
21780,25.0,1,1
90018C,25.0,2,2
84660A,25.0,4,4
84558A,25.0,1,1
21185,25.0,4,4
23197,25.0,7,7
22780,25.0,8,8
20799,25.0,4,4
84857C,25.0,2,2
21624,25.0,3,3
85167B,25.0,2,2
22709,25.0,1,1
22048,25.0,1,1
21228,25.0,2,2
84918,25.0,2,2
22708,25.0,1,1
22269,25.0,10,10
22135,24.0,2,2
21784,24.0,8,8
16011,24.0,1,1
22507,24.0,13,13
23111,24.0,16,16
85199S,24.0,1,1
22647,24.0,4,4
72752C,24.0,1,1
84599,24.0,1,1
21942,24.0,2,2
81950B,24.0,2,2
23392,24.0,1,1
22480,24.0,1,1
21986,24.0,1,1
22123,24.0,2,2
21177,24.0,1,1
85202,24.0,1,1
22422,24.0,1,1
21059,24.0,3,3
35953,24.0,1,1
84367,24.0,1,1
20836,24.0,2,2
22599,24.0,1,1
85120,24.0,1,1
21880,24.0,2,2
47469,24.0,1,1
22686,24.0,2,2
35833P,24.0,1,1
23211,24.0,1,1
21084,24.0,1,1
85135A,24.0,6,6
90035C,24.0,1,1
23222,24.0,2,2
84951A,24.0,1,1
85019B,24.0,1,1
22399,24.0,3,3
85019A,24.0,1,1
22973,24.0,6,6
21377,24.0,1,1
22292,24.0,1,1
23041,24.0,1,1
35650,24.0,1,1
84865,24.0,2,2
23156,24.0,2,2
22293,24.0,1,1
23406,24.0,3,3
22989,24.0,4,4
21544,24.0,3,3
21592,24.0,1,1
21276,24.0,4,4
22601,24.0,4,4
21507,24.0,2,2
21509,24.0,2,2
23376,24.0,1,1
22099,24.0,3,3
84926F,24.0,1,1
23350,24.0,2,2
22982,24.0,2,2
84509F,24.0,2,2
23353,24.0,2,2
23349,24.0,2,2
47594B,23.0,13,13
16161N,23.0,1,1
21643,23.0,4,4
85089,23.0,1,1
47594A,23.0,11,11
21316,23.0,4,4
16169A,23.0,1,1
84682,23.0,5,5
35975A,23.0,1,1
21477,23.0,8,8
79026B,23.0,2,2
85034C,23.0,6,6
21266,23.0,1,1
48129,23.0,4,4
22769,23.0,9,9
84849A,23.0,3,3
22320,23.0,10,10
35471B,23.0,1,1
90117,23.0,1,1
22736,23.0,3,3
46126A,23.0,1,1
72753B,23.0,1,1
72799B,23.0,1,1
35936,23.0,1,1
21011,23.0,2,2
84531B,23.0,1,1
72755B,23.0,1,1
18097A,23.0,1,1
47016,23.0,1,1
16201C,23.0,1,1
84311,22.0,1,1
20882,22.0,1,1
20786,22.0,4,4
21267,22.0,1,1
72598,22.0,1,1
22327,22.0,10,10
21118,22.0,1,1
21164,22.0,5,5
17012C,22.0,1,1
22823,22.0,1,1
82613C,22.0,2,2
21649,22.0,3,3
72801C,22.0,2,2
22497,22.0,3,3
84508C,22.0,2,2
23091,22.0,5,5
72798C,22.0,2,2
22054,22.0,5,5
21224,22.0,3,3
35608A,22.0,1,1
22503,22.0,6,6
23483,22.0,4,4
84597C,22.0,3,3
21193,22.0,1,1
21661,22.0,5,5
85208,22.0,1,1
22967,22.0,4,4
22224,22.0,6,6
84597B,22.0,3,3
47597,22.0,1,1
21309,22.0,2,2
85037,21.0,1,1
21337,21.0,1,1
84200,21.0,1,1
21662,21.0,5,5
21205,21.0,5,4
21933,21.0,7,7
84706B,21.0,3,3
84596L,21.0,1,1
21656,21.0,2,2
84537B,21.0,2,2
21917,21.0,6,6
84660C,21.0,1,1
22278,21.0,12,12
72796A,21.0,2,2
23393,21.0,6,6
18098A,21.0,1,1
79160,21.0,12,12
21838,21.0,1,1
35608C,21.0,1,1
84510A,21.0,3,3
21407,21.0,3,3
90082D,21.0,2,2
23400,21.0,2,2
90109,21.0,1,1
72751C,21.0,2,2
84440B,21.0,1,1
47580,21.0,4,4
23292,21.0,6,6
75013B,21.0,2,2
22248,21.0,3,3
35916A,21.0,1,1
35916B,21.0,1,1
35821B,21.0,1,1
21464,21.0,10,10
21792,21.0,7,7
