StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice,quantity_share_pct,quantity_cumulative_pct
20751,FUNKY WASHING UP GLOVES ASSORTED,2786,5911.960000000001,462,101,13,2.1,2009-12-07 11:40:00,2011-12-04 12:32:00,6.03030303030303,0.02576161353141234,76.78000173840026
22115,METAL SIGN EMPIRE TEA,2782,5481.14,481,99,7,2.95,2009-12-07 17:56:00,2011-12-04 15:19:00,5.783783783783784,0.025724626290161208,76.80572636469041
84509F,SET OF 4 NEW ENGLAND PLACEMATS,2780,2452.35,45,30,4,3.75,2009-12-10 17:04:00,2010-11-10 10:50:00,61.77777777777778,0.025706132669535645,76.83143249735996
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,2779,3576.06,183,53,8,1.25,2010-10-17 11:23:00,2011-11-30 15:13:00,15.185792349726777,0.025696885859222862,76.85712938321917
22989,SET 2 PANTRY DESIGN TEA TOWELS,2778,8855.22,360,44,18,3.25,2011-02-03 17:01:00,2011-12-04 14:15:00,7.716666666666667,0.02568763904891008,76.88281702226809
85216,ASSORTED CAKES FRIDGE MAGNETS,2776,2099.6400000000003,181,55,11,0.65,2009-12-07 15:42:00,2011-11-18 12:48:00,15.337016574585636,0.025669145428284513,76.90848616769637
22709,WRAP WEDDING DAY,2774,1089.08,76,49,10,0.42,2010-06-02 11:11:00,2011-10-25 08:26:00,36.5,0.025650651807658947,76.93413681950402
22433,WATERING CAN GREEN DINOSAUR,2771,5170.45,420,86,14,1.95,2010-02-18 18:33:00,2011-11-30 15:13:00,6.597619047619047,0.0256229113767206,76.95975973088073
16012,FOOD/DRINK SPONGE STICKERS,2768,580.08,79,49,6,0.21,2009-12-13 14:01:00,2011-12-04 14:09:00,35.037974683544306,0.02559517094578225,76.98535490182651
22350,ILLUSTRATED CAT BOWL,2768,7684.12,315,90,9,2.55,2009-12-07 12:58:00,2011-12-02 13:12:00,8.787301587301588,0.02559517094578225,77.01095007277229
21824,PAINTED METAL STAR WITH HOLLY BELLS,2759,2314.93,207,40,5,1.45,2009-12-09 09:42:00,2011-11-15 12:02:00,13.328502415458937,0.02551194965296721,77.03646202242525
21278,VINTAGE KITCHEN PRINT PUDDINGS,2758,1654.4499999999998,118,49,8,2.55,2009-12-08 15:49:00,2011-07-15 14:05:00,23.372881355932204,0.025502702842654427,77.06196472526791
21993,FLORAL FOLK STATIONERY SET,2755,5004.99,553,94,11,2.46,2009-12-07 15:42:00,2011-12-04 12:52:00,4.981916817359855,0.025474962411716078,77.08743968767963
22292,HANGING CHICK  YELLOW DECORATION,2755,3738.9399999999996,221,69,5,1.45,2009-12-17 15:44:00,2011-11-25 14:53:00,12.46606334841629,0.025474962411716078,77.11291465009135
22494,EMERGENCY FIRST AID TIN,2752,3700.15,461,96,22,1.25,2010-01-29 13:53:00,2011-12-04 14:55:00,5.969631236442516,0.025447221980777732,77.13836187207214
23571,TRADITIONAL NAUGHTS & CROSSES,2752,6228.9,237,7,8,1.65,2011-10-21 14:23:00,2011-12-04 16:02:00,11.611814345991561,0.025447221980777732,77.16380909405292
21447,12 IVORY ROSE PEG PLACE SETTINGS,2750,3808.81,333,89,8,1.25,2009-12-07 15:42:00,2011-09-21 15:43:00,8.258258258258259,0.025428728360152166,77.18923782241308
22478,BIRDHOUSE GARDEN MARKER,2746,3808.65,312,86,11,1.25,2010-03-05 10:37:00,2011-12-04 10:53:00,8.801282051282051,0.025391741118901034,77.21462956353197
21217,RED RETROSPOT ROUND CAKE TINS,2745,28093.199999999997,890,101,18,9.95,2009-12-07 11:46:00,2011-12-02 14:48:00,3.0842696629213484,0.025382494308588254,77.24001205784056
22048,BIRTHDAY BANQUET GIFT WRAP,2740,1134.8,99,63,9,0.42,2009-12-14 13:19:00,2011-11-09 17:47:00,27.67676767676768,0.02533626025702434,77.26534831809758
16049,TEATIME GEL PENS ASST,2737,508.64,31,19,1,0.42,2009-12-09 16:24:00,2011-05-25 11:44:00,88.29032258064517,0.025308519826085993,77.29065683792366
23210,WHITE ROCKING HORSE HAND PAINTED,2733,3388.38,173,26,13,1.25,2011-06-02 09:04:00,2011-12-04 16:08:00,15.797687861271676,0.02527153258483486,77.3159283705085
23173,REGENCY TEAPOT ROSES,2732,24462.33,405,30,17,9.95,2011-05-10 10:34:00,2011-12-02 16:39:00,6.745679012345679,0.025262285774522077,77.34119065628302
21713,CITRONELLA CANDLE FLOWERPOT,2730,5137.110000000001,389,87,4,2.1,2009-12-08 15:49:00,2011-12-04 14:55:00,7.017994858611825,0.025243792153896515,77.36643444843692
22095,LADS ONLY TISSUE BOX,2724,2817.55,267,74,2,1.25,2009-12-07 13:59:00,2011-12-02 16:39:00,10.202247191011235,0.02518831129201982,77.39162275972895
21201,TROPICAL  HONEYCOMB PAPER GARLAND,2719,6438.95,229,93,7,2.55,2009-12-09 10:41:00,2011-11-30 15:13:00,11.873362445414847,0.025142077240455904,77.4167648369694
22715,CARD WEDDING DAY,2717,1133.93,218,67,12,0.42,2010-06-01 15:01:00,2011-11-27 13:26:00,12.463302752293577,0.02512358361983034,77.44188842058924
37444A,YELLOW BREAKFAST CUP AND SAUCER,2704,539.41,41,34,3,2.95,2009-12-07 18:02:00,2011-07-13 12:06:00,65.95121951219512,0.025003375085764164,77.466891795675
47587A,PINK FAIRY CAKE COASTER,2703,1094.78,24,13,3,1.66,2009-12-10 09:49:00,2010-05-14 12:05:00,112.625,0.02499412827545138,77.49188592395045
22893,MINI CAKE STAND T-LIGHT HOLDER,2694,1294.75,180,54,8,0.42,2010-10-15 13:48:00,2011-11-30 15:13:00,14.966666666666667,0.02491090698263634,77.51679683093309
21539,RED RETROSPOT BUTTER DISH,2689,13334.380000000001,695,98,11,4.95,2009-12-07 13:48:00,2011-11-01 14:54:00,3.869064748201439,0.024864672931072425,77.54166150386416
22285,"DECORATION HEN ON NEST, HANGING",2688,4218.32,258,77,6,1.65,2009-12-08 15:49:00,2011-11-30 13:13:00,10.418604651162791,0.024855426120759645,77.56651692998493
17084N,FAIRY DREAMS INCENSE,2688,622.41,181,80,1,0.42,2009-12-07 13:48:00,2011-11-28 15:31:00,14.850828729281767,0.024855426120759645,77.5913723561057
84691,PACK 20 DOLLY PEGS,2686,2170.25,225,38,9,0.85,2009-12-07 13:48:00,2011-05-31 09:38:00,11.937777777777777,0.02483693250013408,77.61620928860583
21123,SET/10 IVORY POLKADOT PARTY CANDLES,2682,3313.11,241,87,15,1.25,2009-12-13 13:53:00,2011-12-02 16:39:00,11.12863070539419,0.024799945258882947,77.64100923386471
22899,CHILDREN'S APRON DOLLY GIRL,2676,5562.320000000001,407,61,15,2.1,2010-09-26 12:51:00,2011-12-04 11:24:00,6.574938574938575,0.02474446439700625,77.66575369826171
21077,SET/20 WOODLAND PAPER NAPKINS,2675,1979.6599999999999,185,38,10,0.85,2009-12-07 13:48:00,2010-09-09 17:46:00,14.45945945945946,0.02473521758669347,77.6904889158484
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2675,5571.990000000001,392,54,14,2.1,2010-11-21 13:46:00,2011-12-04 14:55:00,6.823979591836735,0.02473521758669347,77.7152241334351
21745,GAOLERS KEYS DECORATIVE GARDEN,2666,9068.3,473,100,10,3.75,2009-12-07 13:57:00,2011-12-04 12:52:00,5.636363636363637,0.024651996293878427,77.73987612972898
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2660,1728.43,318,97,12,0.65,2009-12-07 17:56:00,2011-11-30 14:41:00,8.364779874213836,0.024596515432001732,77.76447264516098
16236,KITTY PENCIL ERASERS,2641,589.03,252,88,7,0.21,2009-12-07 13:59:00,2011-12-04 13:15:00,10.48015873015873,0.02442082603605886,77.78889347119704
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2641,12238.7,385,17,9,3.75,2011-08-08 15:42:00,2011-12-04 14:55:00,6.85974025974026,0.02442082603605886,77.8133142972331
22358,KINGS CHOICE TEA CADDY,2637,8312.550000000001,597,99,12,2.95,2010-01-06 13:56:00,2011-12-04 11:45:00,4.417085427135678,0.02438383879480773,77.83769813602791
21702,SET 5 MINI GATEAUX  FRIDGE MAGNETS,2636,918.6800000000001,8,5,5,1.69,2009-12-15 10:02:00,2010-02-15 11:57:00,329.5,0.02437459198449495,77.86207272801241
85176,SEWING SUSAN 21 NEEDLE SET,2633,2181.92,291,91,8,0.85,2009-12-08 12:38:00,2011-12-02 16:39:00,9.048109965635739,0.0243468515535566,77.88641957956597
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,2630,10766.32,447,83,18,4.25,2009-12-07 11:05:00,2011-12-01 16:22:00,5.883668903803132,0.024319111122618253,77.91073869068859
23506,MINI PLAYING CARDS SPACEBOY,2630,1086.78,135,11,10,0.42,2011-09-22 12:02:00,2011-12-04 13:15:00,19.48148148148148,0.024319111122618253,77.93505780181121
47504K,ENGLISH ROSE GARDEN SECATEURS,2624,3037.58,308,89,9,1.95,2009-12-11 12:31:00,2011-11-09 16:33:00,8.519480519480519,0.024263630260741558,77.95932143207196
22343,PARTY PIZZA DISH RED RETROSPOT,2621,1650.9499999999998,174,78,13,0.85,2009-12-07 14:34:00,2011-12-04 12:32:00,15.063218390804598,0.02423588982980321,77.98355732190176
22347,PIZZA SLICE DISH,2621,2988.55,102,30,5,1.25,2009-12-07 15:42:00,2010-08-20 14:07:00,25.69607843137255,0.02423588982980321,78.00779321173155
22501,PICNIC BASKET WICKER LARGE,2612,30339.36,762,75,10,9.95,2010-05-21 16:37:00,2011-11-06 15:01:00,3.4278215223097113,0.024152668536988164,78.03194588026854
21041,RED RETROSPOT OVEN GLOVE DOUBLE,2609,8868.78,507,76,9,2.95,2009-12-07 15:26:00,2011-11-23 14:07:00,5.145956607495069,0.02412492810604982,78.05607080837459
22718,CARD CAT AND TREE,2593,1136.32,263,75,11,0.42,2010-06-01 13:49:00,2011-11-27 16:19:00,9.859315589353612,0.023976979141045296,78.08004778751562
23508,MINI PLAYING CARDS DOLLY GIRL,2592,1145.06,114,11,10,0.42,2011-09-22 14:11:00,2011-12-04 11:45:00,22.736842105263158,0.023967732330732513,78.10401551984636
22075,6 RIBBONS ELEGANT CHRISTMAS,2592,4304.82,317,66,7,1.65,2009-12-07 11:40:00,2011-12-04 15:35:00,8.176656151419559,0.023967732330732513,78.12798325217709
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,2591,5610.150000000001,464,83,11,2.1,2010-03-23 11:13:00,2011-12-04 14:55:00,5.584051724137931,0.02395848552041973,78.15194173769751
23346,SPACEBOY BEAKER,2590,3057.58,173,20,12,1.25,2011-07-24 16:13:00,2011-12-04 12:01:00,14.971098265895954,0.02394923871010695,78.17589097640762
22625,RED KITCHEN SCALES,2586,22548.86,935,77,20,8.5,2010-05-04 12:18:00,2011-12-04 15:19:00,2.7657754010695186,0.023912251468855818,78.19980322787647
21806,WHITE CHRISTMAS HEART DECORATION,2581,1121.11,121,31,3,0.42,2009-12-07 13:46:00,2010-11-29 16:32:00,21.330578512396695,0.023866017417291906,78.22366924529376
23350,ROLL WRAP VINTAGE SPOT,2568,3245.72,285,18,8,1.25,2011-08-04 15:23:00,2011-12-04 15:00:00,9.010526315789473,0.023745808883225732,78.24741505417698
79323W,WHITE CHERRY LIGHTS,2564,15407.240000000002,304,23,5,6.75,2009-12-07 08:13:00,2010-09-16 09:07:00,8.43421052631579,0.0237088216419746,78.27112387581896
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2561,3104.29,254,82,11,1.25,2009-12-07 18:02:00,2011-12-02 12:24:00,10.082677165354331,0.023681081211036254,78.29480495703
23154,SET OF 4 JAM JAR MAGNETS,2558,5573.04,229,37,16,2.08,2011-03-25 11:01:00,2011-12-02 16:07:00,11.170305676855895,0.023653340780097905,78.3184582978101
23157,SET OF 6 NATIVITY MAGNETS,2556,5138.93,162,24,11,2.08,2011-03-31 13:40:00,2011-11-29 16:47:00,15.777777777777779,0.02363484715947234,78.34209314496957
17038,PORCELAIN BUDAH INCENSE HOLDER,2556,252.02,53,44,2,0.1,2009-12-14 15:57:00,2011-11-24 12:48:00,48.22641509433962,0.02363484715947234,78.36572799212904
23158,SET OF 5 LUCKY CAT MAGNETS,2555,5318.79,240,37,11,2.08,2011-03-25 14:50:00,2011-12-02 16:39:00,10.645833333333334,0.02362560034915956,78.3893535924782
22268,EASTER DECORATION SITTING BUNNY,2554,1271.29,236,62,4,0.85,2009-12-13 15:38:00,2011-11-10 15:32:00,10.822033898305085,0.023616353538846776,78.41296994601704
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2554,20021.8,486,58,7,7.95,2009-12-07 08:24:00,2011-12-04 14:01:00,5.255144032921811,0.023616353538846776,78.43658629955588
21158,MOODY GIRL DOOR HANGER,2546,1747.61,296,88,5,1.45,2009-12-14 13:23:00,2011-12-01 13:08:00,8.60135135135135,0.023542379056344515,78.46012867861224
23570,TRADITIONAL PICK UP STICKS GAME,2545,4594.88,246,7,7,1.25,2011-10-21 13:13:00,2011-12-04 13:15:00,10.345528455284553,0.02353313224603173,78.48366181085827
85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2545,5358.410000000001,367,87,9,2.1,2009-12-07 13:24:00,2011-12-04 10:51:00,6.9346049046321525,0.02353313224603173,78.5071949431043
21586,KINGS CHOICE GIANT TUBE MATCHES,2544,5919.3,232,72,5,2.55,2009-12-07 12:25:00,2011-11-07 11:16:00,10.96551724137931,0.02352388543571895,78.53071882854002
22366,DOORMAT AIRMAIL,2536,17209.3,566,98,20,7.95,2010-01-04 16:11:00,2011-11-28 12:33:00,4.480565371024735,0.023449910953216687,78.55416873949324
85042,ANTIQUE LILY FAIRY LIGHTS,2533,11505.19,271,45,5,4.95,2009-12-07 11:19:00,2010-11-16 12:50:00,9.346863468634686,0.02342217052227834,78.57759091001552
22110,BIRD HOUSE HOT WATER BOTTLE,2530,8186.71,491,87,9,2.55,2009-12-07 11:39:00,2011-12-04 15:28:00,5.15274949083503,0.023394430091339992,78.60098534010686
47503F,ASS FLORAL PRINT TORCH,2529,667.25,7,5,2,1.65,2009-12-09 14:48:00,2010-03-09 13:26:00,361.2857142857143,0.02338518328102721,78.62437052338788
23445,ICE CREAM BUBBLES,2528,2045.0399999999997,96,15,9,0.83,2011-08-24 11:31:00,2011-12-01 12:01:00,26.333333333333332,0.023375936470714426,78.6477464598586
22434,BALLOON PUMP WITH 10 BALLOONS,2526,4690.36,274,77,12,1.95,2010-04-07 13:34:00,2011-12-04 13:59:00,9.218978102189782,0.023357442850088863,78.67110390270868
21845,DAIRY MAID STRIPE MUG,2521,3758.4100000000003,158,78,5,2.95,2009-12-09 09:42:00,2011-11-28 11:27:00,15.955696202531646,0.023311208798524947,78.69441511150721
22814,CARD PARTY GAMES,2520,1069.05,286,60,13,0.42,2010-09-21 15:46:00,2011-12-02 16:39:00,8.811188811188812,0.023301961988212168,78.71771707349542
22582,PACK OF 6 SWEETIE GIFT BOXES,2520,6317.26,293,78,18,2.55,2010-03-10 12:51:00,2011-12-04 12:32:00,8.600682593856655,0.023301961988212168,78.74101903548363
22997,TRAVEL CARD WALLET UNION JACK,2514,1079.45,214,41,3,0.42,2011-02-17 13:47:00,2011-12-04 14:09:00,11.74766355140187,0.02324648112633547,78.76426551660997
21491,SET OF THREE VINTAGE GIFT WRAPS,2513,4691.71,212,23,8,1.95,2009-12-07 12:13:00,2010-12-16 17:31:00,11.85377358490566,0.02323723431602269,78.787502750926
22607,WOODEN ROUNDERS GARDEN SET,2511,22679.2,735,70,8,8.5,2010-04-08 19:40:00,2011-12-04 14:55:00,3.416326530612245,0.023218740695397123,78.8107214916214
21911,GARDEN METAL SIGN,2511,4023.0999999999995,339,64,7,1.65,2009-12-07 13:52:00,2011-04-15 10:42:00,7.407079646017699,0.023218740695397123,78.83394023231679
23510,MINI PLAYING CARDS GYMKHANA,2509,1110.48,111,11,9,0.42,2011-09-22 14:11:00,2011-12-01 16:22:00,22.603603603603602,0.023200247074771557,78.85714047939156
22654,DELUXE SEWING KIT,2509,16771.27,584,71,14,5.95,2010-07-19 11:59:00,2011-12-02 16:39:00,4.296232876712328,0.023200247074771557,78.88034072646633
22085,PAPER CHAIN KIT SKULLS,2507,6774.68,221,91,11,2.95,2009-12-14 13:36:00,2011-11-30 16:43:00,11.343891402714933,0.02318175345414599,78.90352247992047
22690,DOORMAT HOME SWEET HOME BLUE,2507,15658.3,430,69,15,7.95,2010-06-28 13:53:00,2011-12-04 10:11:00,5.830232558139535,0.02318175345414599,78.92670423337461
51008,AFGHAN SLIPPER SOCK PAIR,2504,8033.8,77,40,7,3.45,2009-12-07 12:13:00,2011-11-27 13:26:00,32.51948051948052,0.023154013023207645,78.94985824639781
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,2500,1000.02,110,24,6,0.42,2011-06-17 12:22:00,2011-12-04 15:19:00,22.727272727272727,0.023117025781956513,78.97297527217977
22941,CHRISTMAS LIGHTS 10 REINDEER,2498,20599.010000000002,462,31,14,8.5,2010-10-21 10:47:00,2011-12-04 15:35:00,5.406926406926407,0.02309853216133095,78.9960738043411
21577,SAVE THE PLANET COTTON TOTE BAG,2492,5520.8,448,97,22,2.25,2009-12-07 09:18:00,2011-12-02 13:20:00,5.5625,0.023043051299454255,79.01911685564055
22349,DOG BOWL CHASING BALL DESIGN,2491,10239.9,345,93,10,3.75,2009-12-07 13:07:00,2011-12-02 13:12:00,7.220289855072464,0.023033804489141472,79.04215066012969
22360,GLASS JAR ENGLISH CONFECTIONERY,2489,7471.4800000000005,416,87,8,2.95,2009-12-13 13:39:00,2011-12-02 16:39:00,5.983173076923077,0.023015310868515906,79.06516597099821
84828,JUNGLE POPSICLES ICE LOLLY HOLDERS,2488,3287.96,347,88,14,1.25,2009-12-09 09:51:00,2011-12-02 10:41:00,7.170028818443804,0.023006064058203123,79.08817203505642
22736,RIBBON REEL MAKING SNOWMEN,2486,4421.01,398,45,12,1.65,2010-09-16 12:20:00,2011-12-04 14:51:00,6.2462311557788945,0.022987570437577556,79.111159605494
82599,FANNY'S REST STOPMETAL SIGN,2482,5420.14,499,72,6,2.1,2009-12-07 12:18:00,2011-05-08 12:36:00,4.973947895791583,0.022950583196326427,79.13411018869031
22809,SET OF 6 T-LIGHTS SANTA,2482,7385.660000000001,365,35,9,2.95,2010-09-20 12:21:00,2011-12-02 16:07:00,6.8,0.022950583196326427,79.15706077188663
22266,EASTER DECORATION HANGING BUNNY,2476,1027.57,159,57,3,0.65,2009-12-17 08:55:00,2011-12-04 15:19:00,15.572327044025156,0.022895102334449732,79.17995587422108
23236,STORAGE TIN VINTAGE DOILY,2472,6984.78,319,26,20,2.89,2011-06-08 12:44:00,2011-12-04 13:54:00,7.7492163009404385,0.0228581150931986,79.20281398931428
21880,RED RETROSPOT TAPE,2462,1273.49,321,92,13,0.43,2009-12-09 14:48:00,2011-12-04 16:07:00,7.669781931464175,0.022765646990070776,79.22557963630435
84937,KASHMIR FOLKART TUMBLERS,2460,5204.02,117,21,6,2.1,2009-12-08 15:49:00,2010-05-07 17:49:00,21.025641025641026,0.02274715336944521,79.2483267896738
21354,TOAST ITS - BEST MUM,2460,2960.54,213,67,9,1.25,2009-12-07 17:56:00,2011-12-01 11:18:00,11.549295774647888,0.02274715336944521,79.27107394304325
22978,PANTRY ROLLING PIN,2457,9512.76,234,42,10,3.75,2011-02-17 13:28:00,2011-12-04 11:45:00,10.5,0.02271941293850686,79.29379335598175
22725,ALARM CLOCK BAKELIKE CHOCOLATE,2456,10006.6,535,62,12,3.75,2010-09-24 13:04:00,2011-12-04 14:51:00,4.590654205607477,0.02271016612819408,79.31650352210994
46000M,POLYESTER FILLER PAD 45x45cm,2453,3802.15,344,94,9,1.55,2009-12-07 15:55:00,2011-12-02 14:02:00,7.130813953488372,0.02268242569725573,79.3391859478072
23340,VINTAGE CHRISTMAS CAKE FRILL,2452,3938.4799999999996,142,18,3,1.65,2011-07-31 15:31:00,2011-12-04 10:51:00,17.267605633802816,0.02267317888694295,79.36185912669414
40001,WHITE BAMBOO RIBS LAMPSHADE,2448,1881.05,119,69,4,0.85,2009-12-10 15:56:00,2011-11-13 11:15:00,20.571428571428573,0.02263619164569182,79.38449531833983
85230E,STRAWBRY SCENTED VOTIVE CANDLE,2445,628.41,66,47,3,0.29,2009-12-08 13:08:00,2011-09-11 15:44:00,37.04545454545455,0.02260845121475347,79.40710376955458
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2445,9198.710000000001,554,102,12,3.75,2009-12-07 12:19:00,2011-12-04 15:00:00,4.413357400722021,0.02260845121475347,79.42971222076933
22956,36 FOIL HEART CAKE CASES,2441,4837.030000000001,251,54,15,2.1,2010-11-04 16:16:00,2011-12-04 14:55:00,9.725099601593625,0.02257146397350234,79.45228368474284
22400,MAGNETS PACK OF 4 HOME SWEET HOME,2441,2043.98,229,70,10,1.25,2010-03-30 12:27:00,2011-12-04 14:55:00,10.65938864628821,0.02257146397350234,79.47485514871634
21245,GREEN POLKADOT PLATE,2432,4061.6499999999996,296,97,15,1.69,2009-12-08 12:33:00,2011-11-30 14:52:00,8.216216216216216,0.022488242680687297,79.49734339139704
37450,CERAMIC CAKE BOWL + HANGING CAKES,2422,6946.13,382,95,13,2.95,2009-12-07 14:10:00,2011-12-04 15:19:00,6.340314136125654,0.02239577457755947,79.5197391659746
22133,PINK LOVE HEART SHAPE CUP,2420,2213.63,315,98,12,0.85,2009-12-07 13:48:00,2011-12-01 16:22:00,7.682539682539683,0.022377280956933907,79.54211644693153
23345,DOLLY GIRL BEAKER,2417,2837.7,165,20,11,1.25,2011-07-24 16:13:00,2011-12-04 12:01:00,14.648484848484848,0.022349540525995557,79.56446598745752
22284,HEN HOUSE DECORATION,2408,3923.6899999999996,295,86,4,1.65,2009-12-13 13:21:00,2011-12-02 16:39:00,8.162711864406779,0.022266319233180513,79.5867323066907
22477,WATERING CAN GARDEN MARKER,2407,3339.52,271,77,9,1.25,2010-03-05 10:37:00,2011-11-30 15:13:00,8.881918819188192,0.022257072422867733,79.60898937911358
21211,SET OF 72 SKULL PAPER  DOILIES,2403,3362.74,236,90,11,1.45,2009-12-18 11:18:00,2011-11-28 13:26:00,10.182203389830509,0.0222200851816166,79.6312094642952
22717,CARD DOG AND BALL,2402,1015.93,212,71,10,0.42,2010-06-02 11:11:00,2011-11-28 15:34:00,11.330188679245284,0.022210838371303818,79.6534203026665
22971,QUEENS GUARD COFFEE MUG,2402,5765.7,266,49,6,2.55,2010-12-16 10:52:00,2011-12-02 16:39:00,9.030075187969924,0.022210838371303818,79.67563114103781
22321,BIRD DECORATION RED RETROSPOT,2402,2231.22,294,94,16,0.85,2009-12-07 10:33:00,2011-11-30 15:13:00,8.170068027210885,0.022210838371303818,79.69784197940912
22412,METAL SIGN NEIGHBOURHOOD WITCH,2401,5140.820000000001,402,90,5,2.1,2010-01-29 14:37:00,2011-11-10 16:15:00,5.972636815920398,0.022201591560991035,79.7200435709701
22406,MONEY BOX KINGS CHOICE DESIGN,2397,3099.7599999999998,203,71,8,1.25,2010-03-26 13:46:00,2011-12-04 14:55:00,11.807881773399014,0.022164604319739906,79.74220817528985
21328,BALLOONS  WRITING SET,2394,4499.24,618,99,9,1.65,2009-12-07 17:56:00,2011-12-02 10:52:00,3.8737864077669903,0.022136863888801556,79.76434503917865
37503,TEA TIME CAKE STAND IN GIFT BOX,2393,24609.18,499,33,14,10.75,2009-12-07 11:47:00,2010-08-01 10:09:00,4.7955911823647295,0.022127617078488777,79.78647265625713
21058,PARTY INVITES WOODLAND,2387,2043.83,270,92,14,0.85,2009-12-08 09:19:00,2011-12-04 14:15:00,8.84074074074074,0.022072136216612078,79.80854479247374
21823,PAINTED METAL HEART WITH HOLLY BELL,2385,2324.19,206,46,3,1.45,2009-12-08 13:27:00,2011-11-15 12:02:00,11.577669902912621,0.022053642595986515,79.83059843506973
22529,MAGIC DRAWING SLATE GO TO THE FAIR,2383,961.35,150,64,7,0.42,2010-03-28 13:31:00,2011-11-29 15:06:00,15.886666666666667,0.02203514897536095,79.8526335840451
22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,2374,3141.35,225,55,7,1.25,2010-10-17 11:23:00,2011-12-04 15:38:00,10.551111111111112,0.021951927682545905,79.87458551172764
72818,CHRISTMAS DECOUPAGE CANDLE,2372,1264.43,124,33,6,0.85,2009-12-14 11:31:00,2011-10-31 14:09:00,19.129032258064516,0.021933434061920342,79.89651894578957
21896,POTTING SHED TWINE,2370,4899.54,282,90,6,2.1,2009-12-09 09:51:00,2011-11-22 13:02:00,8.404255319148936,0.021914940441294776,79.91843388623086
16238,PARTY TIME PENCIL ERASERS,2370,539.34,225,84,7,0.21,2009-12-07 13:59:00,2011-12-04 13:15:00,10.533333333333333,0.021914940441294776,79.94034882667215
22669,RED BABY BUNTING,2369,7543.91,433,72,12,2.95,2010-07-06 14:46:00,2011-12-02 13:46:00,5.471131639722864,0.021905693630981993,79.96225452030313
22480,RED TEA TOWEL CLASSIC DESIGN,2368,2863.06,263,67,9,1.25,2010-03-05 11:16:00,2011-08-28 16:09:00,9.003802281368822,0.02189644682066921,79.9841509671238
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2366,11534.79,346,39,9,4.95,2010-10-21 10:47:00,2011-12-04 14:51:00,6.838150289017341,0.021877953200043643,80.00602892032384
22674,FRENCH TOILET SIGN BLUE METAL,2359,2927.78,292,66,9,1.25,2010-08-17 11:21:00,2011-12-01 16:22:00,8.07876712328767,0.021813225527854165,80.0278421458517
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,2359,2030.33,149,74,8,0.85,2009-12-07 17:56:00,2011-11-28 14:37:00,15.832214765100671,0.021813225527854165,80.04965537137954
23320,GIANT 50'S CHRISTMAS CRACKER,2357,6640.27,293,22,9,2.89,2011-07-05 12:47:00,2011-12-04 16:08:00,8.044368600682594,0.021794731907228602,80.07145010328678
22980,PANTRY SCRUBBING BRUSH,2356,3891.8999999999996,286,41,11,1.65,2011-02-16 13:02:00,2011-12-02 16:39:00,8.237762237762238,0.02178548509691582,80.09323558838369
21990,MODERN FLORAL STATIONERY SET,2356,4310.29,473,91,10,2.46,2009-12-07 15:15:00,2011-12-04 13:59:00,4.980972515856236,0.02178548509691582,80.1150210734806
23545,WRAP RED VINTAGE DOILY,2355,973.1,81,20,13,0.42,2011-07-20 13:30:00,2011-12-02 10:22:00,29.074074074074073,0.021776238286603036,80.13679731176721
21292,SMALL STRIPES CHOCOLATE GIFT BAG,2352,1407.17,89,54,8,0.85,2009-12-08 12:05:00,2011-11-23 17:43:00,26.426966292134832,0.021748497855664687,80.15854580962288
85204,HANGING WOOD AND FELT FLOWER,2345,459.94,153,76,5,0.42,2009-12-14 17:57:00,2011-11-29 13:12:00,15.326797385620916,0.02168377018347521,80.18022957980635
21272,SALLE DE BAIN HOOK,2345,3104.76,337,83,8,1.25,2009-12-07 18:02:00,2011-08-11 10:14:00,6.958456973293768,0.02168377018347521,80.20191334998982
21161,KEEP OUT BOYS DOOR HANGER,2338,1768.2099999999998,199,66,5,1.45,2009-12-07 13:45:00,2011-06-08 12:44:00,11.748743718592964,0.02161904251128573,80.22353239250111
23187,FRENCH STYLE STORAGE JAR BONBONS,2338,695.06,74,22,7,0.29,2011-03-08 12:05:00,2011-11-03 16:56:00,31.594594594594593,0.02161904251128573,80.2451514350124
20985,HEART CALCULATOR,2337,3000.69,283,89,11,1.25,2009-12-07 17:56:00,2011-12-04 13:59:00,8.257950530035336,0.02160979570097295,80.26676123071337
22757,LARGE RED BABUSHKA NOTEBOOK,2333,2907.91,277,64,10,1.25,2010-08-08 15:53:00,2011-12-02 16:39:00,8.422382671480145,0.02157280845972182,80.2883340391731
