StockCode,Week,quantity,revenue,invoices
21535,2011-07-04/2011-07-10,19,48.449999999999996,3
21535,2011-07-11/2011-07-17,27,73.67,6
21535,2011-07-18/2011-07-24,185,406.95000000000005,11
21535,2011-07-25/2011-07-31,34,86.69999999999999,5
21535,2011-08-01/2011-08-07,115,250.05000000000004,6
21535,2011-08-08/2011-08-14,26,66.3,5
21535,2011-08-15/2011-08-21,24,61.199999999999996,3
21535,2011-08-22/2011-08-28,39,99.44999999999999,8
21535,2011-08-29/2011-09-04,14,35.699999999999996,4
21535,2011-09-05/2011-09-11,33,84.14999999999999,7
21535,2011-09-12/2011-09-18,21,53.55,7
21535,2011-09-19/2011-09-25,25,63.75,5
21535,2011-09-26/2011-10-02,33,84.14999999999999,6
21535,2011-10-03/2011-10-09,259,552.45,5
21535,2011-10-10/2011-10-16,23,58.65,5
21535,2011-10-17/2011-10-23,35,89.25,5
21535,2011-10-24/2011-10-30,64,163.2,11
21535,2011-10-31/2011-11-06,26,66.3,5
21535,2011-11-07/2011-11-13,41,104.55,6
21535,2011-11-14/2011-11-20,21,53.55,6
21535,2011-11-21/2011-11-27,31,79.05,7
21535,2011-11-28/2011-12-04,39,99.44999999999999,10
21536,2009-12-07/2009-12-13,2,4.2,1
21536,2009-12-14/2009-12-20,18,40.0,5
21536,2010-01-04/2010-01-10,14,29.400000000000002,3
21536,2010-01-11/2010-01-17,10,21.0,4
21536,2010-01-18/2010-01-24,3,8.41,2
21536,2010-01-25/2010-01-31,12,25.200000000000003,4
21536,2010-02-08/2010-02-14,15,31.500000000000004,4
21536,2010-02-15/2010-02-21,71,149.10000000000002,12
21536,2010-02-22/2010-02-28,31,65.10000000000001,7
21536,2010-03-01/2010-03-07,20,42.00000000000001,5
21536,2010-03-08/2010-03-14,6,18.93,6
21536,2010-03-15/2010-03-21,10,21.0,4
21536,2010-03-29/2010-04-04,1,2.1,1
21537,2009-12-07/2009-12-13,39,170.15,9
21537,2009-12-14/2009-12-20,19,89.55,6
21537,2010-01-04/2010-01-10,14,59.5,5
21537,2010-01-11/2010-01-17,13,59.47,5
21537,2010-01-18/2010-01-24,9,38.25,3
21537,2010-01-25/2010-01-31,15,72.19,7
21537,2010-02-01/2010-02-07,5,21.25,2
21537,2010-02-08/2010-02-14,5,21.25,3
21537,2010-02-15/2010-02-21,29,135.91,6
21537,2010-02-22/2010-02-28,41,158.25,3
21537,2010-03-01/2010-03-07,16,68.0,4
21537,2010-03-08/2010-03-14,36,137.0,2
21537,2010-03-15/2010-03-21,12,55.22,5
21537,2010-03-22/2010-03-28,7,33.97,4
21537,2010-03-29/2010-04-04,2,8.5,1
21537,2010-04-05/2010-04-11,3,16.97,2
21537,2010-04-12/2010-04-18,9,38.25,3
21537,2010-04-19/2010-04-25,24,106.22,5
21537,2010-04-26/2010-05-02,16,72.22,7
21537,2010-05-03/2010-05-09,16,66.0,4
21537,2010-05-10/2010-05-16,8,34.0,2
21537,2010-05-17/2010-05-23,18,73.5,5
21537,2010-05-24/2010-05-30,5,25.47,2
21537,2010-05-31/2010-06-06,2,8.5,2
21537,2010-06-07/2010-06-13,2,8.5,2
21537,2010-06-14/2010-06-20,11,46.75,3
21537,2010-06-21/2010-06-27,14,59.5,4
21537,2010-06-28/2010-07-04,8,34.0,2
21537,2010-07-05/2010-07-11,1,4.25,1
21537,2010-07-12/2010-07-18,4,17.0,1
21537,2010-07-19/2010-07-25,4,17.0,1
21537,2010-07-26/2010-08-01,12,55.22,4
21537,2010-08-02/2010-08-08,9,38.25,3
21537,2010-08-09/2010-08-15,16,68.0,3
21537,2010-08-16/2010-08-22,2,16.94,2
21537,2010-08-23/2010-08-29,10,50.94,3
21537,2010-08-30/2010-09-05,10,42.5,3
21537,2010-09-06/2010-09-12,18,76.5,7
21537,2010-09-13/2010-09-19,23,97.75,6
21537,2010-09-20/2010-09-26,8,34.0,1
21537,2010-09-27/2010-10-03,18,80.72,8
21537,2010-10-04/2010-10-10,1,4.25,1
21537,2010-10-11/2010-10-17,12,51.0,3
21537,2010-10-18/2010-10-24,5,21.25,2
21537,2010-10-25/2010-10-31,6,25.5,1
21537,2010-11-01/2010-11-07,23,106.19,9
21537,2010-11-08/2010-11-14,1,8.47,1
21537,2010-11-15/2010-11-21,30,127.5,8
21537,2010-11-22/2010-11-28,24,118.88,9
21537,2010-11-29/2010-12-05,20,93.44,4
21537,2010-12-06/2010-12-12,42,170.94,4
21537,2011-01-03/2011-01-09,8,34.0,3
21537,2011-01-17/2011-01-23,9,42.29,3
21537,2011-01-24/2011-01-30,3,12.75,2
21537,2011-01-31/2011-02-06,1,4.25,1
21537,2011-02-07/2011-02-13,5,21.25,2
21537,2011-02-14/2011-02-20,8,34.0,2
21537,2011-02-21/2011-02-27,4,17.0,1
21537,2011-02-28/2011-03-06,21,89.25,3
21537,2011-03-07/2011-03-13,6,25.5,2
21537,2011-03-14/2011-03-20,4,17.0,1
21537,2011-03-21/2011-03-27,12,51.0,3
21537,2011-03-28/2011-04-03,10,42.5,2
21537,2011-04-04/2011-04-10,1,8.29,1
21537,2011-04-11/2011-04-17,4,17.0,1
21537,2011-04-18/2011-04-24,4,17.0,1
21537,2011-05-09/2011-05-15,4,17.0,1
21537,2011-05-23/2011-05-29,12,51.0,3
21537,2011-05-30/2011-06-05,4,17.0,1
21537,2011-06-13/2011-06-19,68,257.0,2
21537,2011-07-04/2011-07-10,4,17.0,1
21537,2011-07-18/2011-07-24,8,34.0,2
21537,2011-08-01/2011-08-07,6,25.5,2
21537,2011-09-05/2011-09-11,4,17.0,1
21537,2011-10-10/2011-10-16,8,34.0,2
21537,2011-10-24/2011-10-30,4,17.0,1
21537,2011-10-31/2011-11-06,8,34.0,1
21537,2011-11-07/2011-11-13,12,51.0,2
21537,2011-11-14/2011-11-20,4,17.0,1
21537,2011-11-21/2011-11-27,17,72.25,3
21537,2011-11-28/2011-12-04,13,55.25,3
21538,2009-12-07/2009-12-13,6,26.53,5
21538,2009-12-14/2009-12-20,10,37.5,1
21538,2010-01-11/2010-01-17,2,11.370000000000001,2
21538,2010-01-25/2010-01-31,8,33.87,4
21538,2010-02-08/2010-02-14,5,18.75,2
21538,2010-02-15/2010-02-21,4,15.0,1
21538,2010-02-22/2010-02-28,6,22.5,3
21538,2010-03-01/2010-03-07,8,30.0,2
21538,2010-03-08/2010-03-14,3,18.990000000000002,2
21538,2010-03-15/2010-03-21,3,11.25,3
21538,2010-04-12/2010-04-18,4,15.0,1
21538,2010-04-19/2010-04-25,2,7.5,2
21538,2010-04-26/2010-05-02,2,7.5,2
21538,2010-05-17/2010-05-23,5,18.75,2
21538,2010-05-24/2010-05-30,1200,1500.0,1
21538,2010-05-31/2010-06-06,4,15.0,1
21538,2010-06-07/2010-06-13,10,37.5,4
21538,2010-06-14/2010-06-20,4,15.0,1
21538,2010-06-21/2010-06-27,1,3.75,1
21538,2010-07-05/2010-07-11,1,3.75,1
21538,2010-08-09/2010-08-15,3,11.25,1
21538,2010-09-13/2010-09-19,3,11.25,2
21538,2010-09-27/2010-10-03,4,15.0,2
21538,2010-11-22/2010-11-28,2,7.5,1
21538,2010-11-29/2010-12-05,4,15.0,1
21538,2010-12-06/2010-12-12,1,3.75,1
21539,2009-12-07/2009-12-13,56,280.92,15
21539,2009-12-14/2009-12-20,88,425.0,21
21539,2009-12-21/2009-12-27,2,20.78,2
21539,2010-01-04/2010-01-10,217,935.55,8
21539,2010-01-11/2010-01-17,64,307.48,15
21539,2010-01-18/2010-01-24,20,104.22,6
21539,2010-01-25/2010-01-31,37,188.37,12
21539,2010-02-01/2010-02-07,38,175.5,8
21539,2010-02-08/2010-02-14,38,175.5,9
21539,2010-02-15/2010-02-21,30,135.9,5
21539,2010-02-22/2010-02-28,39,180.45,7
21539,2010-03-01/2010-03-07,19,94.05000000000001,7
21539,2010-03-08/2010-03-14,46,202.5,6
21539,2010-03-15/2010-03-21,24,129.24,9
21539,2010-03-22/2010-03-28,45,210.15,11
21539,2010-03-29/2010-04-04,39,211.77,11
21539,2010-04-05/2010-04-11,12,101.16,8
21539,2010-04-12/2010-04-18,11,54.45,5
21539,2010-04-19/2010-04-25,65,317.43,12
21539,2010-04-26/2010-05-02,50,261.0,13
21539,2010-05-03/2010-05-09,26,140.16000000000003,10
21539,2010-05-10/2010-05-16,46,202.5,5
21539,2010-05-17/2010-05-23,56,269.82,13
21539,2010-05-24/2010-05-30,38,212.04000000000002,11
21539,2010-05-31/2010-06-06,12,90.72,8
21539,2010-06-07/2010-06-13,22,109.92,9
21539,2010-06-14/2010-06-20,28,138.60000000000002,8
21539,2010-06-21/2010-06-27,19,125.37,13
21539,2010-06-28/2010-07-04,31,153.45000000000002,9
21539,2010-07-05/2010-07-11,30,169.38,10
21539,2010-07-12/2010-07-18,21,103.95,7
21539,2010-07-19/2010-07-25,24,144.9,10
21539,2010-07-26/2010-08-01,66,324.54,14
21539,2010-08-02/2010-08-08,14,69.30000000000001,5
21539,2010-08-09/2010-08-15,19,120.15,11
21539,2010-08-16/2010-08-22,22,113.42,11
21539,2010-08-23/2010-08-29,37,170.55,7
21539,2010-08-30/2010-09-05,7,39.870000000000005,3
21539,2010-09-06/2010-09-12,21,103.95,11
21539,2010-09-13/2010-09-19,20,114.66000000000001,7
21539,2010-09-20/2010-09-26,7,39.870000000000005,4
21539,2010-09-27/2010-10-03,21,119.61000000000001,10
21539,2010-10-04/2010-10-10,20,109.44000000000001,10
21539,2010-10-11/2010-10-17,14,79.74000000000001,5
21539,2010-10-18/2010-10-24,14,74.52000000000001,7
21539,2010-10-25/2010-10-31,8,39.6,4
21539,2010-11-01/2010-11-07,44,223.02,14
21539,2010-11-08/2010-11-14,16,89.64,7
21539,2010-11-15/2010-11-21,40,203.22000000000003,12
21539,2010-11-22/2010-11-28,18,89.10000000000001,7
21539,2010-11-29/2010-12-05,39,193.05,13
21539,2010-12-06/2010-12-12,28,138.60000000000002,8
21539,2010-12-13/2010-12-19,38,175.5,6
21539,2010-12-20/2010-12-26,4,19.8,2
21539,2011-01-03/2011-01-09,14,74.52000000000001,7
21539,2011-01-10/2011-01-16,15,79.47,5
21539,2011-01-17/2011-01-23,12,59.400000000000006,4
21539,2011-01-24/2011-01-30,7,44.67,4
21539,2011-01-31/2011-02-06,9,44.550000000000004,5
21539,2011-02-07/2011-02-13,9,44.550000000000004,5
21539,2011-02-14/2011-02-20,8,44.61000000000001,3
21539,2011-02-21/2011-02-27,26,133.71,8
21539,2011-02-28/2011-03-06,13,69.36000000000001,4
21539,2011-03-07/2011-03-13,3,14.850000000000001,1
21539,2011-03-14/2011-03-20,29,130.95000000000002,6
21539,2011-03-21/2011-03-27,31,155.88,8
21539,2011-03-28/2011-04-03,16,84.21000000000001,4
21539,2011-04-04/2011-04-10,8,39.6,4
21539,2011-04-11/2011-04-17,15,74.25,2
21539,2011-04-18/2011-04-24,17,99.18,8
21539,2011-04-25/2011-05-01,6,29.700000000000003,1
21539,2011-05-02/2011-05-08,19,99.06,6
21539,2011-05-09/2011-05-15,47,225.06000000000003,9
21539,2011-05-16/2011-05-22,13,69.36000000000001,4
21539,2011-05-23/2011-05-29,21,108.96000000000001,9
21539,2011-05-30/2011-06-05,12,59.400000000000006,3
21539,2011-06-06/2011-06-12,11,64.47,5
21539,2011-06-13/2011-06-19,26,163.77,9
21539,2011-06-20/2011-06-26,7,44.67,5
21539,2011-06-27/2011-07-03,32,145.8,6
21539,2011-07-04/2011-07-10,17,94.17000000000002,5
21539,2011-07-11/2011-07-17,9,54.57000000000001,5
21539,2011-07-18/2011-07-24,61,264.15,4
21539,2011-07-25/2011-07-31,18,80.7,5
21539,2011-08-01/2011-08-07,43,196.05,7
21539,2011-08-08/2011-08-14,4,19.8,2
21539,2011-08-15/2011-08-21,38,179.70000000000002,8
21539,2011-08-22/2011-08-28,25,115.35000000000001,4
21539,2011-08-29/2011-09-04,19,81.45,2
21539,2011-09-05/2011-09-11,22,108.9,8
21539,2011-09-12/2011-09-18,9,44.550000000000004,5
21539,2011-09-19/2011-09-25,23,113.85000000000001,6
21539,2011-09-26/2011-10-02,77,330.75,3
21539,2011-10-03/2011-10-09,15,74.25,4
21539,2011-10-10/2011-10-16,41,202.95000000000002,6
21539,2011-10-17/2011-10-23,18,76.5,1
21539,2011-10-24/2011-10-30,13,64.35,3
21539,2011-10-31/2011-11-06,1,4.95,1
21540,2009-12-07/2009-12-13,18,67.5,1
21540,2009-12-14/2009-12-20,6,29.9,5
21540,2009-12-21/2009-12-27,1,4.25,1
21540,2010-01-04/2010-01-10,1,4.25,1
21540,2010-01-11/2010-01-17,4,21.22,3
21540,2010-01-18/2010-01-24,11,50.97,4
21540,2010-01-25/2010-01-31,2,12.72,2
21540,2010-02-01/2010-02-07,4,21.22,2
21540,2010-02-08/2010-02-14,8,34.0,3
21540,2010-02-15/2010-02-21,9,38.25,3
21540,2010-02-22/2010-02-28,3,12.75,3
21540,2010-03-01/2010-03-07,4,21.22,2
21540,2010-03-08/2010-03-14,1,8.47,1
21540,2010-03-15/2010-03-21,9,38.25,4
21540,2010-03-22/2010-03-28,7,29.75,2
21540,2010-04-05/2010-04-11,5,21.25,3
21540,2010-04-12/2010-04-18,6,25.5,4
21540,2010-04-19/2010-04-25,4,17.0,2
21540,2010-04-26/2010-05-02,6,25.5,3
21540,2010-05-03/2010-05-09,7,29.75,2
21540,2010-05-10/2010-05-16,6,25.5,1
21540,2010-05-17/2010-05-23,4,17.0,2
21540,2010-05-24/2010-05-30,1100,1381.0,3
21540,2010-05-31/2010-06-06,1,4.25,1
21540,2010-06-07/2010-06-13,2,8.5,2
21540,2010-06-14/2010-06-20,8,34.0,2
21540,2010-06-28/2010-07-04,18,67.5,1
21540,2010-07-05/2010-07-11,6,33.94,4
21540,2010-07-12/2010-07-18,11,46.75,3
21540,2010-08-02/2010-08-08,4,17.0,2
21540,2010-08-16/2010-08-22,1,4.25,1
21540,2010-08-23/2010-08-29,21,80.25,4
21540,2010-08-30/2010-09-05,1,4.25,1
21540,2010-09-06/2010-09-12,13,105.89000000000001,2
21541,2009-12-07/2009-12-13,44,49.3,11
21541,2009-12-14/2009-12-20,6,8.5,5
21541,2009-12-21/2009-12-27,5,5.949999999999999,2
21541,2010-01-11/2010-01-17,2,3.36,2
21541,2010-01-18/2010-01-24,33,30.479999999999997,6
21541,2010-01-25/2010-01-31,7,5.949999999999999,1
21541,2010-02-01/2010-02-07,27,22.95,3
21541,2010-02-08/2010-02-14,47,39.949999999999996,4
21541,2010-02-15/2010-02-21,37,32.26,3
21541,2010-02-22/2010-02-28,157,136.69,9
21541,2010-03-01/2010-03-07,46,39.099999999999994,4
21541,2010-03-08/2010-03-14,33,25.65,4
21541,2010-03-15/2010-03-21,24,20.4,2
21541,2010-03-22/2010-03-28,68,58.61,6
21541,2010-03-29/2010-04-04,18,13.71,4
21541,2010-04-05/2010-04-11,12,10.2,1
21541,2010-04-12/2010-04-18,48,40.8,4
21541,2010-04-19/2010-04-25,9,9.27,2
21541,2010-04-26/2010-05-02,31,28.78,5
21541,2010-05-10/2010-05-16,26,22.099999999999998,2
21541,2010-05-17/2010-05-23,32,27.199999999999996,6
21541,2010-05-24/2010-05-30,124,108.63999999999999,12
21541,2010-05-31/2010-06-06,27,25.38,4
21541,2010-06-07/2010-06-13,27,23.759999999999998,4
21541,2010-06-14/2010-06-20,48,40.8,7
21541,2010-06-21/2010-06-27,24,23.639999999999997,7
21541,2010-06-28/2010-07-04,99,84.14999999999999,6
21541,2010-07-05/2010-07-11,50,44.12,7
21541,2010-07-12/2010-07-18,10,8.5,3
21541,2010-07-19/2010-07-25,80,68.81,7
21541,2010-07-26/2010-08-01,54,46.709999999999994,6
21541,2010-08-02/2010-08-08,59,53.39,8
21541,2010-08-09/2010-08-15,24,20.4,1
21541,2010-08-16/2010-08-22,25,22.06,2
21541,2010-08-23/2010-08-29,36,30.6,3
21541,2010-08-30/2010-09-05,29,27.08,3
21541,2010-09-06/2010-09-12,44,37.4,3
21541,2010-09-13/2010-09-19,45,40.68,7
21541,2010-09-20/2010-09-26,30,27.93,5
21541,2010-09-27/2010-10-03,50,43.309999999999995,5
21541,2010-10-04/2010-10-10,40,34.0,4
21541,2010-10-11/2010-10-17,49,42.459999999999994,4
21541,2010-10-18/2010-10-24,1,1.66,1
21541,2010-11-15/2010-11-21,1,0.85,1
21542,2009-12-07/2009-12-13,64,60.35,10
21542,2009-12-14/2009-12-20,44,39.949999999999996,7
21542,2009-12-21/2009-12-27,17,15.299999999999999,4
21542,2010-01-04/2010-01-10,212,140.2,2
21542,2010-01-11/2010-01-17,44,41.53,8
21542,2010-01-18/2010-01-24,29,26.27,4
21542,2010-01-25/2010-01-31,31,26.349999999999998,3
21542,2010-02-01/2010-02-07,32,27.2,4
21542,2010-02-08/2010-02-14,99,84.96,8
21542,2010-02-15/2010-02-21,9,12.51,3
21542,2010-02-22/2010-02-28,105,93.3,9
21542,2010-03-01/2010-03-07,41,36.47,7
21542,2010-03-08/2010-03-14,15,12.75,2
21542,2010-03-15/2010-03-21,37,32.26,4
21542,2010-03-22/2010-03-28,54,47.519999999999996,6
21542,2010-03-29/2010-04-04,32,28.849999999999998,6
21542,2010-04-05/2010-04-11,66,56.099999999999994,5
21542,2010-04-12/2010-04-18,24,20.4,2
21542,2010-04-19/2010-04-25,60,51.0,4
21542,2010-04-26/2010-05-02,57,48.449999999999996,5
21542,2010-05-10/2010-05-16,54,45.9,5
21542,2010-05-17/2010-05-23,79,67.15,7
21542,2010-05-24/2010-05-30,66,56.91,5
21542,2010-05-31/2010-06-06,1,1.66,1
21542,2010-06-07/2010-06-13,58,49.3,7
21542,2010-06-14/2010-06-20,61,55.089999999999996,9
21542,2010-06-21/2010-06-27,32,28.009999999999998,6
21542,2010-06-28/2010-07-04,90,76.5,6
21542,2010-07-05/2010-07-11,96,84.03,9
21542,2010-07-12/2010-07-18,36,31.41,6
21542,2010-07-19/2010-07-25,70,59.5,5
21542,2010-07-26/2010-08-01,83,71.36,8
21542,2010-08-02/2010-08-08,20,17.81,4
21542,2010-09-27/2010-10-03,1,0.85,1
21542,2010-10-04/2010-10-10,1,0.85,1
21543,2009-12-07/2009-12-13,34,34.85,9
21543,2009-12-14/2009-12-20,6,8.5,3
21543,2009-12-21/2009-12-27,1,0.85,1
21544,2009-12-07/2009-12-13,105,96.89999999999999,13
21544,2009-12-14/2009-12-20,80,72.25,10
21544,2009-12-21/2009-12-27,21,17.849999999999998,5
21544,2010-01-04/2010-01-10,70,59.5,4
21544,2010-01-11/2010-01-17,30,27.159999999999997,5
21544,2010-01-18/2010-01-24,27,34.29,7
21544,2010-01-25/2010-01-31,66,56.099999999999994,5
21544,2010-02-01/2010-02-07,57,48.449999999999996,5
21544,2010-02-08/2010-02-14,59,50.15,4
21544,2010-02-15/2010-02-21,74,73.42999999999999,9
21544,2010-02-22/2010-02-28,142,120.69999999999999,10
21544,2010-03-01/2010-03-07,62,52.699999999999996,5
21544,2010-03-08/2010-03-14,26,22.099999999999998,3
21544,2010-03-15/2010-03-21,31,27.159999999999997,4
21544,2010-03-22/2010-03-28,119,101.14999999999999,5
21544,2010-03-29/2010-04-04,38,27.5,4
21544,2010-04-05/2010-04-11,42,35.699999999999996,4
21544,2010-04-12/2010-04-18,24,20.4,2
21544,2010-04-19/2010-04-25,35,37.04,6
21544,2010-04-26/2010-05-02,91,81.39999999999999,11
21544,2010-05-03/2010-05-09,12,10.2,1
21544,2010-05-10/2010-05-16,80,69.61999999999999,9
21544,2010-05-17/2010-05-23,7,5.949999999999999,3
21544,2010-05-24/2010-05-30,106,90.1,7
21544,2010-05-31/2010-06-06,15,14.37,4
21544,2010-06-07/2010-06-13,65,56.059999999999995,9
21544,2010-06-14/2010-06-20,96,84.03,11
21544,2010-06-21/2010-06-27,48,41.61,6
21544,2010-06-28/2010-07-04,129,109.64999999999999,7
21544,2010-07-05/2010-07-11,90,77.30999999999999,7
21544,2010-07-12/2010-07-18,2,1.7,2
21544,2010-07-19/2010-07-25,111,94.35,11
21544,2010-07-26/2010-08-01,36,36.269999999999996,6
21544,2010-08-02/2010-08-08,86,73.1,7
21544,2010-08-09/2010-08-15,61,51.849999999999994,5
21544,2010-08-16/2010-08-22,66,56.099999999999994,5
21544,2010-08-23/2010-08-29,92,68.6,5
21544,2010-08-30/2010-09-05,39,33.15,4
21544,2010-09-06/2010-09-12,61,55.089999999999996,7
21544,2010-09-13/2010-09-19,615,402.75,4
21544,2010-09-20/2010-09-26,17,16.07,4
21544,2010-09-27/2010-10-03,56,48.41,6
21544,2010-10-04/2010-10-10,74,63.71,7
21544,2010-10-11/2010-10-17,463,315.97999999999996,9
21544,2010-10-18/2010-10-24,98,84.91999999999999,3
21544,2010-10-25/2010-10-31,37,40.36,7
21544,2010-11-01/2010-11-07,26,23.72,5
21544,2010-11-08/2010-11-14,7,10.0,6
21544,2010-11-15/2010-11-21,116,98.66,13
21544,2010-11-22/2010-11-28,72,62.81999999999999,9
21544,2010-11-29/2010-12-05,53,49.91,10
21544,2010-12-06/2010-12-12,41,45.379999999999995,9
21544,2010-12-13/2010-12-19,5,7.489999999999999,3
21544,2010-12-20/2010-12-26,8,9.23,4
21544,2011-01-03/2011-01-09,22,18.7,2
21544,2011-01-10/2011-01-16,14,13.52,2
21544,2011-01-17/2011-01-23,36,30.599999999999998,3
21544,2011-01-24/2011-01-30,12,10.2,1
21544,2011-01-31/2011-02-06,74,64.46,5
21544,2011-02-07/2011-02-13,19,16.93,3
21544,2011-02-14/2011-02-20,24,20.4,1
21544,2011-02-28/2011-03-06,24,20.4,1
21544,2011-03-07/2011-03-13,22,18.7,2
21544,2011-03-14/2011-03-20,42,35.699999999999996,3
21544,2011-03-21/2011-03-27,34,28.9,3
21544,2011-03-28/2011-04-03,36,30.599999999999998,2
21544,2011-04-04/2011-04-10,28,25.36,4
21544,2011-04-18/2011-04-24,12,10.2,1
21544,2011-04-25/2011-05-01,24,20.4,1
21544,2011-05-02/2011-05-08,25,22.029999999999998,3
21544,2011-05-09/2011-05-15,22,22.599999999999998,3
21544,2011-05-16/2011-05-22,12,10.2,1
21544,2011-05-23/2011-05-29,14,11.9,1
21544,2011-05-30/2011-06-05,75,65.31,5
21544,2011-06-06/2011-06-12,25,22.029999999999998,2
21544,2011-06-13/2011-06-19,12,10.2,1
21544,2011-06-20/2011-06-26,60,52.559999999999995,7
21544,2011-06-27/2011-07-03,32,27.2,3
21544,2011-07-04/2011-07-10,13,11.829999999999998,2
21544,2011-07-11/2011-07-17,40,35.559999999999995,5
21544,2011-07-18/2011-07-24,84,71.39999999999999,2
21544,2011-07-25/2011-07-31,14,11.899999999999999,3
21544,2011-08-01/2011-08-07,36,30.599999999999998,3
21544,2011-08-08/2011-08-14,225,152.03,4
21544,2011-08-15/2011-08-21,18,15.299999999999999,2
21544,2011-08-22/2011-08-28,38,32.3,3
21544,2011-08-29/2011-09-04,52,37.720000000000006,4
21544,2011-09-05/2011-09-11,95,83.09,4
21544,2011-09-12/2011-09-18,10,8.5,1
21544,2011-09-19/2011-09-25,52,47.31999999999999,4
21544,2011-09-26/2011-10-02,12,10.2,1
21544,2011-10-03/2011-10-09,25,22.029999999999998,2
21544,2011-10-10/2011-10-16,14,12.679999999999998,3
21544,2011-10-17/2011-10-23,119,88.19000000000001,8
21544,2011-10-24/2011-10-30,18,17.64,4
21544,2011-10-31/2011-11-06,49,42.42999999999999,4
21544,2011-11-07/2011-11-13,24,29.759999999999998,5
21544,2011-11-14/2011-11-20,68,62.48,8
21544,2011-11-21/2011-11-27,34,35.14,7
21544,2011-11-28/2011-12-04,64,56.739999999999995,7
21545,2009-12-07/2009-12-13,14,44.39000000000001,4
21545,2009-12-14/2009-12-20,4,17.98,3
21545,2009-12-21/2009-12-27,2,12.08,2
21545,2010-01-04/2010-01-10,1,2.95,1
21545,2010-01-11/2010-01-17,226,455.91,2
21545,2010-01-18/2010-01-24,6,20.66,4
21545,2010-01-25/2010-01-31,22,64.9,7
21545,2010-02-01/2010-02-07,1,2.95,1
21545,2010-02-08/2010-02-14,3,8.850000000000001,1
21545,2010-02-15/2010-02-21,12,35.400000000000006,2
21545,2010-02-22/2010-02-28,157,326.35,5
21545,2010-03-01/2010-03-07,15,47.21000000000001,4
21545,2010-03-08/2010-03-14,5,23.630000000000003,4
21545,2010-03-15/2010-03-21,9,26.550000000000004,4
21545,2010-03-22/2010-03-28,25,73.75000000000001,4
21545,2010-03-29/2010-04-04,15,47.77,4
21545,2010-04-05/2010-04-11,3,8.850000000000001,2
21545,2010-04-12/2010-04-18,5,14.750000000000002,3
21545,2010-04-19/2010-04-25,3,11.81,2
21545,2010-04-26/2010-05-02,10,32.46000000000001,4
21545,2010-05-03/2010-05-09,7,18.25,2
21545,2010-05-10/2010-05-16,4,14.760000000000002,3
21545,2010-05-17/2010-05-23,6,17.700000000000003,2
21545,2010-06-07/2010-06-13,3,8.850000000000001,2
21545,2010-06-21/2010-06-27,8,26.560000000000002,3
21545,2010-06-28/2010-07-04,6,17.700000000000003,1
21545,2010-07-05/2010-07-11,9,26.55,1
21545,2010-07-12/2010-07-18,6,17.700000000000003,1
21545,2010-07-19/2010-07-25,108,203.86,2
21547,2009-12-07/2009-12-13,10,29.500000000000004,4
21547,2009-12-14/2009-12-20,8,23.6,2
21547,2010-01-11/2010-01-17,225,450.0,1
21547,2010-01-18/2010-01-24,4,11.8,2
21547,2010-01-25/2010-01-31,3,8.850000000000001,2
21547,2010-02-08/2010-02-14,1,2.95,1
21547,2010-02-15/2010-02-21,7,23.610000000000003,2
21547,2010-02-22/2010-02-28,156,323.4,5
21547,2010-03-01/2010-03-07,18,53.1,4
21547,2010-03-08/2010-03-14,7,29.53,4
21547,2010-03-15/2010-03-21,7,20.650000000000002,2
21547,2010-03-22/2010-03-28,20,61.96000000000001,4
21547,2010-03-29/2010-04-04,19,56.61,4
21547,2010-04-12/2010-04-18,5,14.750000000000002,3
21547,2010-04-19/2010-04-25,10,29.500000000000004,3
21547,2010-04-26/2010-05-02,13,44.27,6
21547,2010-05-03/2010-05-09,7,18.25,2
21547,2010-05-10/2010-05-16,1,2.95,1
21547,2010-05-17/2010-05-23,2,5.9,1
21547,2010-06-07/2010-06-13,9,26.550000000000004,4
21547,2010-06-14/2010-06-20,6,17.700000000000003,1
21547,2010-06-21/2010-06-27,1,2.95,1
21547,2010-06-28/2010-07-04,6,17.700000000000003,1
21547,2010-07-05/2010-07-11,1,2.95,1
21547,2010-07-12/2010-07-18,7,23.610000000000003,2
21547,2010-07-19/2010-07-25,1,2.95,1
21547,2010-07-26/2010-08-01,7,23.610000000000003,2
21547,2010-08-23/2010-08-29,11,32.45,4
21547,2010-08-30/2010-09-05,7,23.610000000000003,2
21547,2010-09-06/2010-09-12,1,5.91,1
21547,2010-09-13/2010-09-19,8,23.6,2
21547,2010-09-20/2010-09-26,1,5.91,1
21547,2010-09-27/2010-10-03,3,8.850000000000001,1
21547,2010-10-04/2010-10-10,4,14.760000000000002,2
21547,2010-10-11/2010-10-17,2,8.86,2
21547,2010-10-18/2010-10-24,7,20.650000000000002,2
21547,2010-10-25/2010-10-31,8,29.520000000000003,3
21547,2010-11-01/2010-11-07,10,35.42,4
21547,2010-11-08/2010-11-14,6,17.700000000000003,1
21547,2010-11-15/2010-11-21,7,20.650000000000002,2
21547,2010-11-22/2010-11-28,1,5.91,1
21547,2010-11-29/2010-12-05,1,5.91,1
21547,2010-12-06/2010-12-12,12,35.400000000000006,3
21547,2010-12-13/2010-12-19,2,11.82,2
21547,2010-12-20/2010-12-26,2,5.9,1
21547,2011-01-03/2011-01-09,8,23.6,2
21547,2011-01-10/2011-01-16,14,47.220000000000006,3
